total_raw_pnl,top_1_trade_contribution,pnl_without_top_1_raw,pnl_without_top_1_net_0_00015,top_3_trade_contribution,pnl_without_top_3_raw,pnl_without_top_3_net_0_00015,top_5_trade_contribution,pnl_without_top_5_raw,pnl_without_top_5_net_0_00015,top_10_trade_contribution,pnl_without_top_10_raw,pnl_without_top_10_net_0_00015,verdict
0.1113946773,0.097021,0.1005870249,0.0735870249,0.274753,0.0807886031,0.0540886031,0.42171,0.0644184434,0.0380184434,0.714675,0.0317836395,0.0061336395,PASS
