GroupType,GroupValue,SampleCount,Mean_MFE_Pct,Median_MFE_Pct,Mean_MAE_Pct,Median_MAE_Pct,Mean_CloseReturn_Pct,Median_CloseReturn_Pct,PositiveCloseReturnRate,FullHorizonRate,PartialHorizonRate,NoForwardBarsRate
CtxRelVolumeSpike_v1,0,30,0.2530461029166688,0.33264477017849226,-0.14929900485867523,-0.16728319209327544,0.08299095370234452,0.16963439377961642,0.6333333333333333,1.0,0.0,0.0
CtxDeltaSpike_v1,0,26,0.26532302278861064,0.34801641018284923,-0.1357581675879485,-0.16005772929625156,0.11750546180751169,0.19731472412667717,0.6923076923076923,1.0,0.0,0.0
CtxDeltaSpike_v1,1,4,0.17324612374904655,0.14865818124503666,-0.2373144471183992,-0.21200867024579492,-0.14135334898124202,-0.11149784193348355,0.25,1.0,0.0,0.0
CtxOISpike_v1,0,26,0.26348547813823103,0.3464300344259879,-0.14982169090953074,-0.16728319209327544,0.08400652957919157,0.19731472412667717,0.6923076923076923,1.0,0.0,0.0
CtxOISpike_v1,1,4,0.18519016397651394,0.04816428953787618,-0.14590154552811457,-0.1824386829690339,0.0763897105028387,-0.02041414259244098,0.25,1.0,0.0,0.0
CtxLiqSpike_v1,0,27,0.2641605055573033,0.3464300344259879,-0.1433690672174636,-0.16724676290023027,0.09512045949295941,0.18772445315050604,0.6666666666666666,1.0,0.0,0.0
CtxLiqSpike_v1,1,3,0.1530164791509583,0.05913997455354179,-0.20266844362958025,-0.21200867024579492,-0.026174598413189577,-0.10118903902965853,0.3333333333333333,1.0,0.0,0.0
CtxWickReclaim_v1,0,23,0.27028190395132407,0.3464300344259879,-0.12917784224481665,-0.04407443682663263,0.08917697073752294,0.18772445315050604,0.6521739130434783,1.0,0.0,0.0
CtxWickReclaim_v1,1,7,0.19641418523137297,0.2381763879365315,-0.21541139630421072,-0.21190693338470867,0.0626654691581868,0.04149226667672932,0.5714285714285714,1.0,0.0,0.0
AbsorptionScore_v1,LOW,10,0.26927809883821135,0.34801641018284923,-0.06266574540716374,-0.010490632470136655,0.15575862186560296,0.22468907395343196,0.7,1.0,0.0,0.0
AbsorptionScore_v1,MID,10,0.25858362834627724,0.34801641018284923,-0.1697277012845555,-0.09847156625945275,0.06391790792379481,0.17922466475578758,0.7,1.0,0.0,0.0
AbsorptionScore_v1,HIGH,10,0.23127658156551778,0.2381763879365315,-0.21550356788430655,-0.2119578018152518,0.029296331317635742,0.019593175118859666,0.5,1.0,0.0,0.0
RelVolume_20,LOW,10,0.255225089343265,0.3342311459353535,-0.12718563186115567,-0.16728319209327544,0.14355735494293537,0.11596746109478726,0.6,1.0,0.0,0.0
RelVolume_20,MID,10,0.31165363962177905,0.3496027859397105,-0.06458804159503785,-0.010490632470136655,0.21511539194366422,0.24740645342888778,0.9,1.0,0.0,0.0
RelVolume_20,HIGH,10,0.19225957978496233,0.2381763879365315,-0.25612334111983226,-0.2119578018152518,-0.1096998857795661,-0.06558297636841393,0.4,1.0,0.0,0.0
DeltaAbsRatio_20,LOW,10,0.249257907409127,0.33264477017849226,-0.11017236576373317,-0.10130756906574252,0.14174350521976115,0.1914675638742988,0.7,1.0,0.0,0.0
DeltaAbsRatio_20,MID,10,0.253022649049655,0.3496027859397105,-0.12130413377788662,-0.16009415848929676,0.13877758761096948,0.19731472412667717,0.7,1.0,0.0,0.0
DeltaAbsRatio_20,HIGH,10,0.25685775229122443,0.2381763879365315,-0.21642051503440599,-0.2119578018152518,-0.0315482317236971,-0.029848386176464608,0.5,1.0,0.0,0.0
OIChangeAbsRatio_20,LOW,10,0.24655648663283874,0.33264477017849226,-0.11411981044399724,-0.16728319209327544,0.12145910217790543,0.19731472412667717,0.7,1.0,0.0,0.0
OIChangeAbsRatio_20,MID,10,0.31399256495941963,0.3496027859397105,-0.13688428651926202,-0.10569702905647663,0.12373118283167268,0.24740645342888778,0.8,1.0,0.0,0.0
OIChangeAbsRatio_20,HIGH,10,0.19858925715774806,0.12413271611869632,-0.1968929176127665,-0.1824386829690339,0.003782576097455395,-0.02041414259244098,0.4,1.0,0.0,0.0
LiqTotalRatio_20,LOW,10,0.18350003477509777,0.15442644363523866,-0.11570858133590405,-0.15286869569227288,0.05801032989603745,0.004376434935078631,0.5,1.0,0.0,0.0
LiqTotalRatio_20,MID,10,0.30555301680625724,0.3342311459353535,-0.15433789492867134,-0.1673196212863206,0.12949708130271836,0.19037930617487164,0.8,1.0,0.0,0.0
LiqTotalRatio_20,HIGH,10,0.2700852571686514,0.3496027859397105,-0.17785053831145042,-0.10569702905647663,0.061465449908277715,0.2338567642496981,0.6,1.0,0.0,0.0
