Timestamp,Open,High,Low,Close,Volume,AggTrades,BuyQty,SellQty,VWAP,OpenInterest,FundingRate,LiqBuyQty,LiqSellQty,IsSynthetic,Delta,CVD,DeltaPct,BarRange,BodySize,UpperWick,LowerWick,CloseLocation,BodyToRange,UpperWickToRange,LowerWickToRange,OI_Change,LiqTotal,SwingHigh_H1_Price,SwingHigh_H1_ConfirmedAt,SwingLow_H1_Price,SwingLow_H1_ConfirmedAt,SwingHigh_H4_Price,SwingHigh_H4_ConfirmedAt,SwingLow_H4_Price,SwingLow_H4_ConfirmedAt,Sweep_H1_Up,Sweep_H1_Down,Sweep_H1_Direction,Sweep_H1_ReferenceLevel,Sweep_H1_ReferenceTs,Sweep_H4_Up,Sweep_H4_Down,Sweep_H4_Direction,Sweep_H4_ReferenceLevel,Sweep_H4_ReferenceTs,FailedBreak_H1_Up,FailedBreak_H1_Down,FailedBreak_H1_Direction,FailedBreak_H1_ReferenceLevel,FailedBreak_H1_ReferenceSweepTs,FailedBreak_H1_ConfirmedTs,FailedBreak_H4_Up,FailedBreak_H4_Down,FailedBreak_H4_Direction,FailedBreak_H4_ReferenceLevel,FailedBreak_H4_ReferenceSweepTs,FailedBreak_H4_ConfirmedTs,RelVolume_20,DeltaAbsRatio_20,OIChangeAbsRatio_20,LiqTotalRatio_20,CtxRelVolumeSpike_v1,CtxDeltaSpike_v1,CtxOISpike_v1,CtxLiqSpike_v1,CtxWickReclaim_v1,AbsorptionScore_v1
2026-03-17 00:00:00+00:00,74808.0,74850.1,74802.6,74846.4,152.212,1478,90.23,61.982,74828.8,88363.32,2.41e-06,0.0,0.0,0,28.248000000000005,28.248000000000005,0.1855832654455628,47.5,38.39999999999418,3.7000000000116415,5.399999999994179,0.9221052631576496,0.8084210526314564,0.07789473684235035,0.11368421052619325,,0.0,,,,,,,,,False,False,,,,False,False,,,,False,False,,,,,False,False,,,,,1.0,1.0,0.0,0.0,False,False,False,False,False,0
2026-03-17 00:01:00+00:00,74846.4,74848.7,74567.1,74629.9,527.996,5825,191.453,336.543,74715.76,88322.44,2.41e-06,0.0,0.623,0,-145.09,-116.842,-0.27479374843748816,281.59999999999127,216.5,2.3000000000029104,62.79999999998836,0.2230113636363292,0.7688210227272966,0.008167613636374225,0.2230113636363292,-40.88000000000466,0.623,,,,,,,,,False,False,,,,False,False,,,,False,False,,,,,False,False,,,,,1.552454543316162,1.6740703134915598,2.0,2.0,True,True,True,True,False,4
2026-03-17 00:02:00+00:00,74630.0,74694.6,74598.4,74663.4,225.208,2844,139.562,85.646,74646.96,88249.18,2.85e-06,0.0,0.0,0,53.91600000000001,-62.92599999999999,0.23940534972114672,96.20000000001164,33.39999999999418,31.20000000001164,31.60000000000582,0.675675675675594,0.3471933471932447,0.3243243243244061,0.32848232848234926,-73.26000000000931,0.0,,,,,,,,,False,False,,,,False,False,,,,False,False,,,,,False,False,,,,,0.746202850402467,0.7117498481874908,1.925530050814798,0.0,False,False,True,False,False,1
2026-03-17 00:03:00+00:00,74663.3,74675.2,74572.2,74675.1,215.724,2474,117.916,97.808,74627.85,88184.46,2.22e-06,0.0,0.0,0,20.10799999999999,-42.818,0.09321169642691583,103.0,11.80000000000291,0.09999999999126885,91.10000000000582,0.999029126213677,0.11456310679614476,0.0009708737863229986,0.8844660194175322,-64.71999999998661,0.0,,,,,,,,,False,False,,,,False,False,,,,False,False,,,,,False,False,,,,,0.7696594537702696,0.32515907859735915,1.4473890193444348,0.0,False,False,False,False,True,1
2026-03-17 00:04:00+00:00,74675.1,74760.1,74671.5,74725.1,257.715,2719,118.229,139.486,74718.82,88180.37,2.62e-06,0.0,0.0,0,-21.25699999999999,-64.07499999999999,-0.08248258735424788,88.60000000000582,50.0,35.0,3.6000000000058208,0.6049661399548792,0.564334085778744,0.39503386004512075,0.04063205417613526,-4.0900000000110595,0.0,,,,,,,,,False,False,,,,False,False,,,,False,False,,,,,False,False,,,,,0.9345253851927866,0.39567193683246515,0.11177917463817434,0.0,False,False,False,False,False,0
2026-03-17 00:05:00+00:00,74725.1,74725.1,74650.0,74678.4,111.946,1193,50.0,61.946,74678.56,88168.55,2.62e-06,0.0,0.0,0,-11.945999999999998,-76.02099999999999,-0.10671216479373982,75.10000000000582,46.70000000001164,0.0,28.39999999999418,0.3781624500664711,0.6218375499335289,0.0,0.3781624500664711,-11.819999999992433,0.0,,,,,,,,,False,False,,,,False,False,,,,False,False,,,,,False,False,,,,,0.4505470549053831,0.255470211893857,0.36412178466885614,0.0,False,False,False,False,False,0
2026-03-17 00:06:00+00:00,74678.5,74752.9,74678.4,74746.0,191.435,1549,87.379,104.056,74726.85,88104.65,2.99e-06,0.0,0.0,0,-16.676999999999992,-92.69799999999998,-0.0871157311881317,74.5,67.5,6.899999999994179,0.10000000000582077,0.9073825503356486,0.9060402684563759,0.0926174496643514,0.0013422818792727619,-63.90000000000873,0.0,,,,,,,,,False,False,,,,False,False,,,,False,False,,,,,False,False,,,,,0.7965856158113369,0.3927405952052535,1.7292302934242043,0.0,False,False,True,False,False,1
2026-03-17 00:07:00+00:00,74745.9,74841.4,74739.6,74840.0,153.774,1518,100.378,53.396,74803.05,88104.36,3.04e-06,0.016,0.0,0,46.982,-45.71599999999998,0.30552629183086866,101.79999999998836,94.10000000000582,1.3999999999941792,6.2999999999883585,0.9862475442043778,0.924361493123935,0.013752455795622193,0.06188605108044282,-0.28999999999359716,0.016,,,,,,,,,False,False,,,,False,False,,,,False,False,,,,,False,False,,,,,0.6700355662550858,1.091893650646091,0.008958912573172382,0.20031298904538342,False,False,False,False,False,0
2026-03-17 00:08:00+00:00,74840.0,74938.3,74840.0,74908.8,915.518,5402,690.276,225.242,74893.98,88173.9,3.04e-06,0.549,0.0,0,465.034,419.318,0.5079463210990937,98.30000000000291,68.80000000000291,29.5,0.0,0.6998982706002124,0.6998982706002124,0.30010172939978763,0.0,69.5399999999936,0.549,,,,,,,,,False,False,,,,False,False,,,,False,False,,,,,False,False,,,,,2.994576831491448,5.171782052200904,1.9052054794518793,4.159090909090909,True,True,True,True,False,4
2026-03-17 00:09:00+00:00,74908.9,74963.0,74904.0,74953.0,578.128,3753,396.77,181.358,74944.64,88286.95,3.72e-06,0.154,0.0,0,215.41199999999998,634.73,0.37260260703512016,59.0,44.10000000000582,10.0,4.899999999994179,0.8305084745762712,0.7474576271187428,0.1694915254237288,0.08305084745752846,113.05000000000291,0.154,,,,,,,,,False,False,,,,False,False,,,,False,False,,,,,False,False,,,,,1.7362994855925058,2.1022573121102397,2.5602989468916806,1.1475409836065573,True,True,True,False,False,3
