SetupId,SetupBarTs,Direction,ReferenceLevel,OutcomeHorizonBars,OutcomeBarsObserved,OutcomeStatus,MFE_Pct,MAE_Pct,CloseReturn_Pct,BestHigh,BestLow,FinalClose,OutcomeEndTs
67da3448f8b6b4e5620ed677,2026-03-15 04:17:00+00:00,SHORT,71599.9,12,12,FULL_HORIZON,0.20027960932905517,-0.029608979900826178,0.12569849957891002,71621.1,71456.5,71509.9,2026-03-15 04:29:00+00:00
a69f40ae82f8a76fd10e0b1f,2026-03-15 04:19:00+00:00,SHORT,71599.9,12,12,FULL_HORIZON,0.20027960932905517,-0.01508381994947327,0.11382697461867965,71610.7,71456.5,71518.4,2026-03-15 04:31:00+00:00
c86898ef5369e35103ae33e2,2026-03-15 04:23:00+00:00,SHORT,71599.9,12,12,FULL_HORIZON,0.20125726432577598,0.0863129697108353,0.1870114343735036,71538.1,71455.8,71466.0,2026-03-15 04:35:00+00:00
c87dfeacdbc3ced932ff8d88,2026-03-15 04:24:00+00:00,SHORT,71599.9,12,12,FULL_HORIZON,0.20125726432577598,0.0863129697108353,0.19036339436226637,71538.1,71455.8,71463.6,2026-03-15 04:36:00+00:00
6803bd368e510c07e556a394,2026-03-15 05:27:00+00:00,SHORT,71599.9,12,12,FULL_HORIZON,0.09902248466826656,-0.034636919883970385,0.05419001981844718,71624.7,71529.0,71561.1,2026-03-15 05:39:00+00:00
4829e04c93cd5aeb1bf66cb2,2026-03-15 05:28:00+00:00,SHORT,71599.9,12,12,FULL_HORIZON,0.09902248466826656,-0.034636919883970385,-0.01606147494619406,71624.7,71529.0,71611.4,2026-03-15 05:40:00+00:00
cce2d6fb6750c8ebe638a204,2026-03-15 05:30:00+00:00,SHORT,71599.9,12,12,FULL_HORIZON,0.09902248466826656,-0.06997216476560138,-0.06983249976606112,71650.0,71529.0,71649.9,2026-03-15 05:42:00+00:00
c71a421ee07c59261277d813,2026-03-15 05:35:00+00:00,SHORT,71599.9,12,12,FULL_HORIZON,0.08379899971927336,-0.06997216476560138,0.0005586599981203595,71650.0,71539.9,71599.5,2026-03-15 05:47:00+00:00
016fa9a582d2d482e2caef3e,2026-03-15 05:36:00+00:00,SHORT,71599.9,12,12,FULL_HORIZON,0.08379899971927336,-0.06997216476560138,0.02583802491344262,71650.0,71539.9,71581.4,2026-03-15 05:48:00+00:00
620b845a470236fee4bbe348,2026-03-15 05:44:00+00:00,SHORT,71599.9,12,12,FULL_HORIZON,0.2191343842658917,-0.02332405492188068,0.2191343842658917,71616.6,71443.0,71443.0,2026-03-15 05:56:00+00:00
4a0ad4416490f17f30860697,2026-03-15 05:47:00+00:00,SHORT,71599.9,12,12,FULL_HORIZON,0.2287712692336,-0.017318459941995355,0.20935783429864313,71612.3,71436.1,71450.0,2026-03-15 05:59:00+00:00
c691a48ff94dffbf86a7c7a4,2026-03-15 05:48:00+00:00,SHORT,71599.9,12,12,FULL_HORIZON,0.2287712692336,-0.017318459941995355,0.211452809291625,71612.3,71436.1,71448.5,2026-03-15 06:00:00+00:00
1f25f51c5981e2a022fb0de3,2026-03-15 05:50:00+00:00,SHORT,71599.9,12,12,FULL_HORIZON,0.22932992923174067,0.04203916485915661,0.21382711428366696,71569.8,71435.7,71446.8,2026-03-15 06:02:00+00:00
0bdbbe9ffb9a048d784f1cb0,2026-03-15 09:43:00+00:00,SHORT,71750.0,12,12,FULL_HORIZON,100.0,-0.04878048780487805,-0.008641114982574341,71785.0,0.0,71756.2,2026-03-15 09:56:00+00:00
1f66634295689bba8bdc1f5d,2026-03-15 09:44:00+00:00,SHORT,71750.0,12,12,FULL_HORIZON,100.0,-0.04878048780487805,-0.041672473867587705,71785.0,0.0,71779.9,2026-03-15 09:57:00+00:00
4a3b724e35a75426f6db98b4,2026-03-15 09:54:00+00:00,SHORT,71750.0,12,12,FULL_HORIZON,0.06968641114982578,-0.0749825783972166,0.06634146341464227,71803.8,71700.0,71702.4,2026-03-15 10:06:00+00:00
f368ba48944315d884899bd9,2026-03-15 09:55:00+00:00,SHORT,71750.0,12,12,FULL_HORIZON,0.09895470383275262,-0.0749825783972166,0.07846689895470789,71803.8,71679.0,71693.7,2026-03-15 10:07:00+00:00
bc4f34a39fda8a486008d482,2026-03-15 10:05:00+00:00,SHORT,71750.0,12,12,FULL_HORIZON,0.10313588850174216,-0.03289198606272588,0.0,71773.6,71676.0,71750.0,2026-03-15 10:17:00+00:00
90e2b6a6173df667c835177a,2026-03-15 10:06:00+00:00,SHORT,71750.0,12,12,FULL_HORIZON,0.10313588850174216,-0.03763066202090592,-0.03763066202090592,71777.0,71676.0,71777.0,2026-03-15 10:18:00+00:00
bf419875275d0863faf1d131,2026-03-15 10:14:00+00:00,SHORT,71750.0,12,12,FULL_HORIZON,0.00585365853658131,-0.17965156794424275,-0.06397212543553196,71878.9,71745.8,71795.9,2026-03-15 10:26:00+00:00
48dadbe0af4954f8377aa221,2026-03-15 10:39:00+00:00,SHORT,71750.0,12,12,FULL_HORIZON,0.015749128919864682,-0.07763066202090187,-0.04111498257839721,71805.7,71738.7,71779.5,2026-03-15 10:51:00+00:00
1ba33cefdae18d3915fd9de7,2026-03-15 10:58:00+00:00,SHORT,71750.0,12,12,FULL_HORIZON,0.11874564459929907,0.0027874564459930314,0.11080139372822301,71748.0,71664.8,71670.5,2026-03-15 11:10:00+00:00
3739b568665d3ddc23f0c9df,2026-03-15 10:59:00+00:00,SHORT,71750.0,12,12,FULL_HORIZON,0.11874564459929907,0.005296167247390816,0.07874564459930314,71746.2,71664.8,71693.5,2026-03-15 11:11:00+00:00
100cbab29a4660e6c659f3d3,2026-03-15 13:12:00+00:00,LONG,71343.5,12,12,FULL_HORIZON,0.10778837595575516,-0.17296600250898006,0.06699979675794278,71420.4,71220.1,71391.3,2026-03-15 13:24:00+00:00
422b90f974a6a54a2594c6f6,2026-03-15 13:13:00+00:00,LONG,71343.5,12,12,FULL_HORIZON,0.10778837595575516,-0.1627338159748342,0.045834588995489554,71420.4,71227.4,71376.2,2026-03-15 13:25:00+00:00
616e37c786eacb5d34d692de,2026-03-15 13:14:00+00:00,LONG,71343.5,12,12,FULL_HORIZON,0.10778837595575516,-0.1627338159748342,0.01611919796477605,71420.4,71227.4,71355.0,2026-03-15 13:26:00+00:00
f19d8113bd3e27da715be3e8,2026-03-15 13:15:00+00:00,LONG,71343.5,12,12,FULL_HORIZON,0.2108110759914977,-0.1627338159748342,0.1526417963794798,71493.9,71227.4,71452.4,2026-03-15 13:27:00+00:00
4f129df4ce76d9da20e6ab18,2026-03-15 13:24:00+00:00,LONG,71343.5,12,12,FULL_HORIZON,0.3034614225542621,0.01611919796477605,0.13666276535353605,71560.0,71355.0,71441.0,2026-03-15 13:36:00+00:00
30d9de515fb3c015a05cea6d,2026-03-15 13:25:00+00:00,LONG,71343.5,12,12,FULL_HORIZON,0.3034614225542621,0.01611919796477605,0.10778837595575516,71560.0,71355.0,71420.4,2026-03-15 13:37:00+00:00
