GroupType,GroupValue,SampleCount,Mean_MFE_Pct,Median_MFE_Pct,Mean_MAE_Pct,Median_MAE_Pct,Mean_CloseReturn_Pct,Median_CloseReturn_Pct,PositiveCloseReturnRate,InvalidatedRate,ExpiredRate,PendingRate,FullHorizonRate,PartialHorizonRate,NoForwardBarsRate
overall,ALL,1,0.24197479284172835,0.24197479284172835,0.01566743263004391,0.01566743263004391,0.13143235150756363,0.13143235150756363,1.0,0.0,1.0,0.0,1.0,0.0,0.0
SetupType,FAILED_BREAK_RECLAIM_SHORT,1,0.24197479284172835,0.24197479284172835,0.01566743263004391,0.01566743263004391,0.13143235150756363,0.13143235150756363,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Direction,SHORT,1,0.24197479284172835,0.24197479284172835,0.01566743263004391,0.01566743263004391,0.13143235150756363,0.13143235150756363,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LifecycleStatus,EXPIRED,1,0.24197479284172835,0.24197479284172835,0.01566743263004391,0.01566743263004391,0.13143235150756363,0.13143235150756363,1.0,0.0,1.0,0.0,1.0,0.0,0.0
OutcomeStatus,FULL_HORIZON,1,0.24197479284172835,0.24197479284172835,0.01566743263004391,0.01566743263004391,0.13143235150756363,0.13143235150756363,1.0,0.0,1.0,0.0,1.0,0.0,0.0
