Timestamp,EventType,Side,PriceLevel,SourceTF,ReferenceSwingTs,ReferenceSwingPrice,Confidence,MetaJson
2026-03-22 05:00:00+00:00,SWING_HIGH,up,69555.8,H1,2026-03-22 05:00:00+00:00,69555.8,,
2026-03-22 09:00:00+00:00,SWING_HIGH,up,69219.4,H1,2026-03-22 09:00:00+00:00,69219.4,,
2026-03-22 10:00:00+00:00,SWING_LOW,down,68500.1,H1,2026-03-22 10:00:00+00:00,68500.1,,
2026-03-22 11:26:00+00:00,SWEEP_DOWN,down,68500.1,H1,2026-03-22 10:00:00+00:00,68500.1,,
2026-03-22 13:00:00+00:00,SWING_LOW,down,68030.0,H1,2026-03-22 13:00:00+00:00,68030.0,,
2026-03-22 15:00:00+00:00,SWING_HIGH,up,68932.8,H1,2026-03-22 15:00:00+00:00,68932.8,,
2026-03-22 15:16:00+00:00,SWEEP_UP,up,68932.8,H1,2026-03-22 15:00:00+00:00,68932.8,,
2026-03-22 15:17:00+00:00,FAILED_BREAK_UP,up,68932.8,H1,2026-03-22 15:16:00+00:00,68932.8,,
2026-03-22 16:00:00+00:00,SWING_LOW,down,68030.0,H4,2026-03-22 16:00:00+00:00,68030.0,,
2026-03-22 17:00:00+00:00,SWING_HIGH,up,69000.0,H1,2026-03-22 17:00:00+00:00,69000.0,,
2026-03-22 18:00:00+00:00,SWING_LOW,down,68627.9,H1,2026-03-22 18:00:00+00:00,68627.9,,
2026-03-22 18:01:00+00:00,SWEEP_DOWN,down,68627.9,H1,2026-03-22 18:00:00+00:00,68627.9,,
2026-03-22 20:00:00+00:00,SWING_HIGH,up,69000.0,H4,2026-03-22 20:00:00+00:00,69000.0,,
2026-03-22 21:06:00+00:00,SWEEP_DOWN,down,68030.0,H4,2026-03-22 16:00:00+00:00,68030.0,,
2026-03-22 23:00:00+00:00,SWING_LOW,down,67300.0,H1,2026-03-22 23:00:00+00:00,67300.0,,
