slice,run_id,setup_id,setup_type_original,entry_signal_ts,exit_reason,exit_reason_category,close_return_pct,mfe_pct,mae_pct,trade_return_pct,replay_minus_outcome,outcome_positive,replay_positive
ctx_spike_count_ge2,2026-04-08_to_2026-04-08_run_001,95d781aea4875d510d70d544,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-08 02:36:00+00:00,STOP_LOSS,STOP,0.00009747,0.00169619,-0.00057428,-0.00079930,-0.00089676,True,False
ctx_spike_count_ge2,2026-04-08_to_2026-04-08_run_001,d837482ca9170b6c79392040,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-08 04:30:00+00:00,TAKE_PROFIT,TARGET,-0.00133000,0.00074433,-0.00135237,0.00014573,0.00147574,False,True
ctx_spike_count_ge2,2026-04-08_to_2026-04-08_run_001,2f2e3ecdc40504fd386cc091,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-08 05:54:00+00:00,STOP_LOSS,STOP,0.00132193,0.00242494,-0.00032630,-0.00008925,-0.00141119,True,False
ctx_spike_count_ge2,2026-04-08_to_2026-04-08_run_001,08dd664467defd4917d5fc01,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-08 06:56:00+00:00,TAKE_PROFIT,TARGET,0.00101807,0.00145737,0.00006276,0.00030548,-0.00071258,True,True
ctx_spike_count_ge2,2026-04-08_to_2026-04-08_run_001,1e10913332d67fbba33b1436,FAILED_BREAK_RECLAIM_SHORT,2026-04-08 09:08:00+00:00,TAKE_PROFIT,TARGET,0.00114295,0.00259598,0.00047553,0.00086397,-0.00027898,True,True
ctx_spike_count_ge2,2026-04-08_to_2026-04-08_run_001,aa7746425674a7780b96da33,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-08 09:10:00+00:00,STOP_LOSS,STOP,0.00040670,0.00124628,-0.00044819,-0.00016307,-0.00056977,True,False
ctx_spike_count_ge2,2026-04-08_to_2026-04-08_run_001,17df546b29720d9b188d52a8,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-08 10:11:00+00:00,TAKE_PROFIT,TARGET,-0.00033609,0.00088707,-0.00033609,0.00036306,0.00069915,False,True
ctx_spike_count_ge2,2026-04-08_to_2026-04-08_run_001,bb71d208a9ddc78184543fca,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-08 17:38:00+00:00,STOP_LOSS,STOP,-0.00095058,0.00184475,-0.00126117,-0.00066829,0.00028229,False,False
ctx_spike_count_ge2,2026-04-09_to_2026-04-09_run_001,29486e75553536de6ce2888d,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-09 13:39:00+00:00,STOP_LOSS,STOP,0.00218620,0.00286308,-0.00022521,-0.00122737,-0.00341357,True,False
ctx_spike_count_ge2,2026-04-09_to_2026-04-09_run_001,6ec162d93d344ce6d10217b3,FAILED_BREAK_RECLAIM_SHORT,2026-04-09 21:09:00+00:00,TAKE_PROFIT,TARGET,0.00515183,0.00562758,0.00105353,0.00211694,-0.00303489,True,True
ctx_spike_count_ge2,2026-04-09_to_2026-04-09_run_001,d0fbb078d75e55db3b8004fb,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-09 21:10:00+00:00,EXPIRY,EXPIRY,0.00321541,0.00402755,0.00090882,0.00036548,-0.00284993,True,True
ctx_spike_count_ge2,2026-04-10_to_2026-04-10_run_001,b004b74afe36258b021272a6,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-10 07:55:00+00:00,STOP_LOSS,STOP,-0.00091084,0.00108573,-0.00095701,-0.00088083,0.00003001,False,False
ctx_spike_count_ge2,2026-04-10_to_2026-04-10_run_001,3613f09a46c460aca755fc59,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-10 10:07:00+00:00,STOP_LOSS,STOP,-0.00048570,0.00065884,-0.00066832,-0.00054761,-0.00006192,False,False
ctx_spike_count_ge2,2026-04-10_to_2026-04-10_run_001,e0535b2b1003477c2c4c76b8,FAILED_BREAK_RECLAIM_SHORT,2026-04-10 12:23:00+00:00,TAKE_PROFIT,TARGET,-0.00072256,0.00391869,-0.00309647,0.00024089,0.00096345,False,True
ctx_spike_count_ge2,2026-04-10_to_2026-04-10_run_001,14837e7458f9029a3fa668a2,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-10 12:24:00+00:00,TAKE_PROFIT,TARGET,-0.00258765,0.00167007,-0.00536092,0.00012654,0.00271418,False,True
ctx_spike_count_ge2,2026-04-10_to_2026-04-10_run_001,f08bf1e356816bd1a6eaeb89,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-10 15:26:00+00:00,TAKE_PROFIT,TARGET,0.00675892,0.00712253,0.00036976,0.00055485,-0.00620407,True,True
ctx_spike_count_ge2,2026-04-10_to_2026-04-10_run_001,6ee9df5ac80b7a2cbad0d45c,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-10 19:16:00+00:00,TAKE_PROFIT,TARGET,0.00221802,0.00269663,0.00019555,0.00095441,-0.00126361,True,True
ctx_spike_count_ge2,2026-04-11_to_2026-04-11_run_001,6bc526b9b47c2efe932a90ed,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-11 04:20:00+00:00,STOP_LOSS,STOP,-0.00089339,0.00107740,-0.00100891,-0.00022753,0.00066586,False,False
ctx_spike_count_ge2,2026-04-11_to_2026-04-11_run_001,103b2a63c8c6fb295fa29254,FAILED_BREAK_RECLAIM_SHORT,2026-04-11 12:05:00+00:00,STOP_LOSS,STOP,0.00000549,0.00068600,-0.00027852,-0.00006449,-0.00006998,True,False
ctx_spike_count_ge2,2026-04-11_to_2026-04-11_run_001,f4d5a6f775d4245d17d5f6ad,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-11 18:33:00+00:00,STOP_LOSS,STOP,-0.00324088,0.00054516,-0.00696954,-0.00033622,0.00290466,False,False
ctx_spike_count_ge2,2026-04-11_to_2026-04-11_run_001,01bb645f29debe534c53642d,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-11 19:34:00+00:00,TAKE_PROFIT,TARGET,0.00091697,0.00124950,0.00006053,0.00037796,-0.00053901,True,True
ctx_spike_count_ge2,2026-04-11_to_2026-04-11_run_001,6962093ac7c0cd2ebaf063f9,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-11 21:25:00+00:00,STOP_LOSS,STOP,-0.00111171,0.00070500,-0.00155225,-0.00026862,0.00084309,False,False
ctx_spike_count_ge2,2026-04-12_to_2026-04-12_run_001,fbb95114519bfa7b3858ebc4,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-12 01:42:00+00:00,TAKE_PROFIT,TARGET,0.00787786,0.01117076,0.00138502,0.00341954,-0.00445832,True,True
ctx_spike_count_ge2,2026-04-12_to_2026-04-12_run_001,7fbf1b8ab8c968e3bb86772b,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-12 12:55:00+00:00,TAKE_PROFIT,TARGET,0.00204570,0.00332514,-0.00091389,0.00015608,-0.00188962,True,True
ctx_spike_count_ge2,2026-04-12_to_2026-04-12_run_001,e3481f172e179c44b98e4ae7,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-12 16:53:00+00:00,STOP_LOSS,STOP,-0.00132597,0.00012819,-0.00193305,-0.00012821,0.00119776,False,False
ctx_spike_count_ge2,2026-04-12_to_2026-04-12_run_001,22617e9bf0ad683209c226b1,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-12 19:15:00+00:00,EXPIRY,EXPIRY,0.00021299,0.00066005,0.00000070,-0.00033333,-0.00054632,True,False
ctx_spike_count_ge2,2026-04-12_to_2026-04-12_run_001,c4a0281332f2f289ee5d5b29,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-12 19:46:00+00:00,STOP_LOSS,STOP,0.00011722,0.00040851,-0.00037389,-0.00005531,-0.00017252,True,False
ctx_spike_count_ge2,2026-04-12_to_2026-04-12_run_001,797329e9ff3dcabdeaa77b57,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-12 19:57:00+00:00,STOP_LOSS,STOP,0.00100814,0.00143869,-0.00002744,-0.00026107,-0.00126921,True,False
ctx_spike_count_ge2,2026-04-12_to_2026-04-12_run_001,334e78200c5a6ad116e50679,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-12 22:01:00+00:00,EXPIRY,EXPIRY,0.00673407,0.00867012,0.00363500,0.00070097,-0.00603311,True,True
ctx_spike_count_ge2,2026-04-13_to_2026-04-13_run_001,cee0eef6b4d4fe6a797addd9,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-13 00:29:00+00:00,TAKE_PROFIT,TARGET,-0.00119088,0.00126835,-0.00119229,0.00041950,0.00161038,False,True
ctx_spike_count_ge2,2026-04-13_to_2026-04-13_run_001,76a139916a3420ed3f7e8623,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-13 19:01:00+00:00,TAKE_PROFIT,TARGET,0.00107151,0.00174439,0.00009603,0.00027052,-0.00080099,True,True
ctx_spike_count_ge2,2026-04-13_to_2026-04-13_run_001,f890e84d6e4c66b0e57341df,FAILED_BREAK_RECLAIM_SHORT,2026-04-13 19:18:00+00:00,STOP_LOSS,STOP,-0.00355483,0.00192697,-0.00446042,-0.00185044,0.00170439,False,False
ctx_spike_count_ge2,2026-04-14_to_2026-04-14_run_001,fa04a075e1b6d5f90c66a780,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-14 07:11:00+00:00,STOP_LOSS,STOP,0.00168950,0.00199717,-0.00023811,-0.00087159,-0.00256109,True,False
ctx_spike_count_ge2,2026-04-14_to_2026-04-14_run_001,0346ff1e99c5e8ae0dad5164,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-14 20:05:00+00:00,STOP_LOSS,STOP,-0.00035331,0.00157003,-0.00120663,-0.00079945,-0.00044614,False,False
ctx_spike_count_ge2,2026-04-15_to_2026-04-15_run_001,d1099443604863768936adb4,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-15 01:09:00+00:00,STOP_LOSS,STOP,0.00049420,0.00088929,-0.00097500,-0.00048506,-0.00097926,True,False
ctx_spike_count_ge2,2026-04-15_to_2026-04-15_run_001,6c08d4fc85384e3909e2f652,FAILED_BREAK_RECLAIM_SHORT,2026-04-15 10:48:00+00:00,TAKE_PROFIT,TARGET,0.00446097,0.00508265,0.00056234,0.00084601,-0.00361496,True,True
ctx_spike_count_ge2,2026-04-15_to_2026-04-15_run_001,48efcb524b38732fdb10dd05,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-15 13:32:00+00:00,EXPIRY,EXPIRY,0.00606462,0.00624634,0.00071554,0.00350794,-0.00255668,True,True
ctx_spike_count_ge2,2026-04-15_to_2026-04-15_run_001,4eae3687386229222f644d1c,FAILED_BREAK_RECLAIM_SHORT,2026-04-15 19:05:00+00:00,STOP_LOSS,STOP,-0.00169070,0.00081514,-0.00269385,-0.00081580,0.00087490,False,False
ctx_spike_count_ge2,2026-04-15_to_2026-04-15_run_001,fe3053e2410600398f4157e5,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-15 23:55:00+00:00,TAKE_PROFIT,TARGET,0.00013106,0.00054564,-0.00001337,0.00006018,-0.00007088,True,True
ctx_spike_count_ge2,2026-04-16_to_2026-04-16_run_001,109cf984c9c1799297c2993d,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-16 04:46:00+00:00,TAKE_PROFIT,TARGET,0.00202568,0.00494122,0.00024678,0.00136680,-0.00065888,True,True
ctx_spike_count_ge2,2026-04-16_to_2026-04-16_run_001,fb98d4abb622353582d5390a,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-16 07:46:00+00:00,EXPIRY,EXPIRY,0.00227192,0.00286280,0.00073859,0.00069469,-0.00157723,True,True
ctx_spike_count_ge2,2026-04-16_to_2026-04-16_run_001,6ba9de567be0342bd84a2cba,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-16 18:04:00+00:00,STOP_LOSS,STOP,-0.00080461,0.00195005,-0.00098215,-0.00019884,0.00060577,False,False
ctx_spike_count_ge2,2026-04-17_to_2026-04-17_run_001,d2e0c6025104d63c261a9849,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-17 03:12:00+00:00,STOP_LOSS,STOP,-0.00089460,0.00004504,-0.00122568,-0.00004370,0.00085090,False,False
ctx_spike_count_ge2,2026-04-17_to_2026-04-17_run_001,f7e84cc126e5b16fdd0156a2,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-17 08:27:00+00:00,STOP_LOSS,STOP,-0.00159782,0.00022179,-0.00411677,-0.00001265,0.00158517,False,False
ctx_spike_count_ge2,2026-04-17_to_2026-04-17_run_001,065dd1e9e92fe42f3b134c71,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-17 09:31:00+00:00,TAKE_PROFIT,TARGET,0.00528323,0.00811182,0.00192231,0.00311270,-0.00217053,True,True
ctx_spike_count_ge2,2026-04-17_to_2026-04-17_run_001,56c6b7949e1152ffcfa6d761,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-17 12:27:00+00:00,STOP_LOSS,STOP,0.00086343,0.00132593,-0.00256438,-0.00109190,-0.00195533,True,False
ctx_spike_count_ge2,2026-04-17_to_2026-04-17_run_001,73b794414f1deb66167c69b0,FAILED_BREAK_RECLAIM_SHORT,2026-04-17 13:04:00+00:00,STOP_LOSS,STOP,-0.00520105,0.00391618,-0.00782187,-0.00375207,0.00144897,False,False
ctx_spike_count_ge2,2026-04-17_to_2026-04-17_run_001,f142eb61b5d2acdb4064faf0,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-17 14:25:00+00:00,STOP_LOSS,STOP,-0.00302831,0.00195995,-0.00324637,-0.00007355,0.00295476,False,False
ctx_spike_count_ge2,2026-04-18_to_2026-04-18_run_001,c2e0f002418649ca7499256b,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-18 00:40:00+00:00,STOP_LOSS,STOP,-0.00035627,0.00152566,-0.00115836,-0.00074749,-0.00039122,False,False
ctx_spike_count_ge2,2026-04-18_to_2026-04-18_run_001,f1eba2bf07b2bd205576320c,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-18 01:50:00+00:00,STOP_LOSS,STOP,0.00117387,0.00117387,-0.00029671,-0.00061193,-0.00178580,True,False
ctx_spike_count_ge2,2026-04-18_to_2026-04-18_run_001,038e16b3b6beb3dd99568aaa,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-18 03:57:00+00:00,TAKE_PROFIT,TARGET,-0.00057222,0.00100739,-0.00087619,0.00047852,0.00105074,False,True
ctx_spike_count_ge2,2026-04-18_to_2026-04-18_run_001,1fa58b7333ae5631dfe4cb3d,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-18 05:26:00+00:00,STOP_LOSS,STOP,0.00074165,0.00079611,-0.00002723,-0.00018545,-0.00092710,True,False
ctx_spike_count_ge2,2026-04-18_to_2026-04-18_run_001,0c5d2d0c9c6004bd99f96f58,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-18 05:41:00+00:00,STOP_LOSS,STOP,0.00019972,0.00037868,-0.00011542,-0.00017122,-0.00037093,True,False
ctx_spike_count_ge2,2026-04-18_to_2026-04-18_run_001,44a5f67f04523b0fc97fc7a1,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-18 06:03:00+00:00,TAKE_PROFIT,TARGET,-0.00017832,0.00072689,-0.00087862,0.00001070,0.00018902,False,True
ctx_spike_count_ge2,2026-04-18_to_2026-04-18_run_001,04a57134be06a9ab14cd22dc,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-18 07:01:00+00:00,STOP_LOSS,STOP,0.00061787,0.00066588,-0.00019436,-0.00012224,-0.00074011,True,False
ctx_spike_count_ge2,2026-04-18_to_2026-04-18_run_001,8c1e449980d32fb8d240a1a8,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-18 10:09:00+00:00,STOP_LOSS,STOP,0.00053395,0.00199494,-0.00047892,-0.00116819,-0.00170214,True,False
ctx_spike_count_ge2,2026-04-18_to_2026-04-18_run_001,1b445aa3f325f64f8e6b3e12,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-18 13:40:00+00:00,STOP_LOSS,STOP,-0.00248125,0.00225730,-0.00290544,-0.00109131,0.00138994,False,False
ctx_spike_count_ge2,2026-04-18_to_2026-04-18_run_001,4f688295c2d66f764861ac31,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-18 15:03:00+00:00,TAKE_PROFIT,TARGET,0.00123505,0.00244782,-0.00046806,0.00012784,-0.00110721,True,True
ctx_spike_count_ge2,2026-04-18_to_2026-04-18_run_001,73b6c5cf922064c9b828e263,FAILED_BREAK_RECLAIM_SHORT,2026-04-18 15:03:00+00:00,TAKE_PROFIT,TARGET,0.00130445,0.00251713,-0.00039855,0.00023208,-0.00107237,True,True
ctx_spike_count_ge2,2026-04-18_to_2026-04-18_run_001,68a785689297eace66c1c09e,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-18 17:13:00+00:00,TAKE_PROFIT,TARGET,0.00099044,0.00198286,0.00042109,0.00063387,-0.00035657,True,True
ctx_spike_count_ge2,2026-04-18_to_2026-04-18_run_001,b9d1ba0a0fd0cef248e5fcab,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-18 23:40:00+00:00,STOP_LOSS,STOP,-0.00013557,0.00027538,-0.00069452,-0.00027545,-0.00013988,False,False
ctx_spike_count_ge2,2026-04-19_to_2026-04-19_run_001,2046c95e27f4fa437a6bd0e2,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-19 00:24:00+00:00,STOP_LOSS,STOP,0.00039601,0.00054425,-0.00067872,-0.00031140,-0.00070741,True,False
ctx_spike_count_ge2,2026-04-19_to_2026-04-19_run_001,20ae54dc19641736eab2dc24,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-19 01:16:00+00:00,STOP_LOSS,STOP,0.00100463,0.00106017,-0.00018437,-0.00031037,-0.00131500,True,False
ctx_spike_count_ge2,2026-04-19_to_2026-04-19_run_001,3b1d4011b77e41676cb44f73,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-19 06:04:00+00:00,TAKE_PROFIT,TARGET,0.00285543,0.00335882,0.00011459,0.00068287,-0.00217256,True,True
ctx_spike_count_ge2,2026-04-19_to_2026-04-19_run_001,0870a67c67aa80ca6145f45d,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-19 07:07:00+00:00,TAKE_PROFIT,TARGET,0.00271518,0.00290645,0.00050101,0.00086957,-0.00184561,True,True
ctx_spike_count_ge2,2026-04-19_to_2026-04-19_run_001,e26866160c5e11133cacc5db,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-19 11:11:00+00:00,STOP_LOSS,STOP,0.00022770,0.00044942,-0.00258567,-0.00039381,-0.00062151,True,False
ctx_spike_count_ge2,2026-04-19_to_2026-04-19_run_001,9bf2ca1759cd3beefb29f044,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-19 14:03:00+00:00,TAKE_PROFIT,TARGET,0.00117527,0.00279715,0.00054366,0.00103773,-0.00013754,True,True
ctx_spike_count_ge2,2026-04-19_to_2026-04-19_run_001,07cc26450ca9df40c561a2ad,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-19 17:01:00+00:00,STOP_LOSS,STOP,0.00153432,0.00493358,-0.00050391,-0.00129166,-0.00282598,True,False
ctx_spike_count_ge2,2026-04-19_to_2026-04-19_run_001,bfe1f809af14d84e3ecf51c0,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-19 21:52:00+00:00,TAKE_PROFIT,TARGET,0.00866301,0.00998402,0.00086033,0.00149114,-0.00717187,True,True
ctx_spike_count_ge2,2026-04-20_to_2026-04-20_run_001,6d14ddcd99684f5a3fcbf5b7,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-20 03:48:00+00:00,STOP_LOSS,STOP,-0.00078070,0.00038250,-0.00086254,-0.00027122,0.00050948,False,False
ctx_spike_count_ge2,2026-04-20_to_2026-04-20_run_001,b7f79607d4d53f002ecb61ad,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-20 04:36:00+00:00,TAKE_PROFIT,TARGET,-0.00081415,0.00092643,-0.00108813,0.00022728,0.00104143,False,True
ctx_spike_count_ge2,2026-04-20_to_2026-04-20_run_001,46f0f89db33c9c2b282d18b8,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-20 10:54:00+00:00,TAKE_PROFIT,TARGET,-0.00014750,0.00193505,-0.00053789,0.00004457,0.00019207,False,True
ctx_spike_count_ge2,2026-04-20_to_2026-04-20_run_001,898f378842a15c489d666e43,FAILED_BREAK_RECLAIM_SHORT,2026-04-20 12:22:00+00:00,TAKE_PROFIT,TARGET,0.00283296,0.00298652,0.00045804,0.00177535,-0.00105761,True,True
ctx_spike_count_ge2,2026-04-20_to_2026-04-20_run_001,b9b67840ff8cdb6098a0ea9d,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-20 21:04:00+00:00,STOP_LOSS,STOP,0.00309409,0.00573720,-0.00058004,-0.00060087,-0.00369495,True,False
ctx_spike_count_ge2,2026-04-21_to_2026-04-21_run_001,73e5ee8e94d5f2265d02eaaa,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-21 00:04:00+00:00,TAKE_PROFIT,TARGET,0.00001582,0.00262495,-0.00011866,0.00106867,0.00105285,True,True
ctx_spike_count_ge2,2026-04-21_to_2026-04-21_run_001,5f09353abcfba04e41cd302e,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-21 04:03:00+00:00,STOP_LOSS,STOP,0.00152911,0.00152911,-0.00002735,-0.00025811,-0.00178722,True,False
ctx_spike_count_ge2,2026-04-21_to_2026-04-21_run_001,e62eeaf0afabcce219185f8f,FAILED_BREAK_RECLAIM_SHORT,2026-04-21 07:27:00+00:00,TAKE_PROFIT,TARGET,0.00114781,0.00329650,0.00043420,0.00115000,0.00000219,True,True
ctx_spike_count_ge2,2026-04-21_to_2026-04-21_run_001,8c961f5dbf15d1406e9f8b58,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-21 14:47:00+00:00,TAKE_PROFIT,TARGET,0.00762072,0.00969642,0.00036757,0.00055353,-0.00706720,True,True
ctx_spike_count_ge2,2026-04-21_to_2026-04-21_run_001,b6e827e455afcfc2c0c231e0,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-21 22:23:00+00:00,TAKE_PROFIT,TARGET,-0.00032158,0.00085880,-0.00060174,0.00030638,0.00062796,False,True
ctx_spike_count_ge2,2026-04-22_to_2026-04-22_run_001,18d7a2a67e824d5d51c8d8c7,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-22 08:24:00+00:00,EXPIRY,EXPIRY,0.00259513,0.00293680,0.00122719,0.00164125,-0.00095388,True,True
ctx_spike_count_ge2,2026-04-22_to_2026-04-22_run_001,b2666497e86e9a662f71bc8c,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-22 09:35:00+00:00,TAKE_PROFIT,TARGET,0.00001665,0.00080818,-0.00097468,0.00017293,0.00015628,True,True
ctx_spike_count_ge2,2026-04-22_to_2026-04-22_run_001,0e35e4526c3204e3c9a3059c,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-22 11:05:00+00:00,STOP_LOSS,STOP,0.00057414,0.00191167,-0.00058821,-0.00024045,-0.00081459,True,False
ctx_spike_count_ge2,2026-04-22_to_2026-04-22_run_001,9002a65aedaa23d6742567d2,FAILED_BREAK_RECLAIM_SHORT,2026-04-22 11:05:00+00:00,STOP_LOSS,STOP,0.00034405,0.00168189,-0.00081856,-0.00001023,-0.00035428,True,False
ctx_spike_count_ge2,2026-04-22_to_2026-04-22_run_001,fe9fbd07fb8111aed2450434,FAILED_BREAK_RECLAIM_SHORT,2026-04-22 12:19:00+00:00,TAKE_PROFIT,TARGET,0.00428567,0.00493961,0.00098282,0.00200657,-0.00227910,True,True
ctx_spike_count_ge2,2026-04-22_to_2026-04-22_run_001,f799f2786c7473963a7bcf34,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-22 13:33:00+00:00,STOP_LOSS,STOP,-0.00048901,0.00373760,-0.00100094,-0.00237937,-0.00189036,False,False
ctx_spike_count_ge2,2026-04-22_to_2026-04-22_run_001,33b515ca930cda9c21a9ae4a,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-22 18:54:00+00:00,TAKE_PROFIT,TARGET,0.00348525,0.00496917,-0.00018849,0.00006452,-0.00342073,True,True
ctx_spike_count_ge2,2026-04-22_to_2026-04-22_run_001,45d923fce6cc4de21cd8f3d2,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-22 22:03:00+00:00,STOP_LOSS,STOP,0.00011623,0.00103462,-0.00075516,-0.00066796,-0.00078419,True,False
ctx_spike_count_ge2,2026-04-23_to_2026-04-23_run_001,5c9baf5f5257c83e260a5751,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-23 03:41:00+00:00,STOP_LOSS,STOP,-0.00160709,0.00075859,-0.00172318,-0.00058609,0.00102100,False,False
ctx_spike_count_ge2,2026-04-23_to_2026-04-23_run_001,28d435df972059f753c24073,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-23 04:51:00+00:00,STOP_LOSS,STOP,-0.00161204,0.00019339,-0.00230466,-0.00010217,0.00150987,False,False
ctx_spike_count_ge2,2026-04-23_to_2026-04-23_run_001,d8964142684b661f26792fdb,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-23 05:11:00+00:00,STOP_LOSS,STOP,0.00067916,0.00101784,-0.00032277,-0.00009802,-0.00077718,True,False
ctx_spike_count_ge2,2026-04-23_to_2026-04-23_run_001,6ed5e55399285ee3bfd5be00,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-23 09:11:00+00:00,STOP_LOSS,STOP,-0.00160301,0.00066100,-0.00270920,-0.00034488,0.00125812,False,False
ctx_spike_count_ge2,2026-04-23_to_2026-04-23_run_001,06b10dfef186c0419efababa,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-04-23 14:30:00+00:00,STOP_LOSS,STOP,-0.00003344,0.00071129,-0.00252490,-0.00071051,-0.00067707,False,False
