slice,run_id,setup_id,setup_type_original,entry_signal_ts,exit_reason,exit_reason_category,close_return_pct,mfe_pct,mae_pct,trade_return_pct,replay_minus_outcome,outcome_positive,replay_positive
ctx_spike_count_ge2,2026-03-14_to_2026-03-14_run_001,eb7c53c74c4e1cd4ff7d3149,FAILED_BREAK_RECLAIM_SHORT,2026-03-14 22:10:00+00:00,STOP_LOSS,STOP,0.00031962,0.00053742,-0.00013577,-0.00016691,-0.00048654,True,False
ctx_spike_count_ge2,2026-03-15_to_2026-03-15_run_001,6803bd368e510c07e556a394,FAILED_BREAK_RECLAIM_SHORT,2026-03-15 05:27:00+00:00,STOP_LOSS,STOP,0.00054190,0.00099022,-0.00034637,-0.00047509,-0.00101699,True,False
ctx_spike_count_ge2,2026-03-15_to_2026-03-15_run_001,4a0ad4416490f17f30860697,FAILED_BREAK_RECLAIM_SHORT,2026-03-15 05:47:00+00:00,TAKE_PROFIT,TARGET,0.00209358,0.00228771,-0.00017318,0.00001047,-0.00208310,True,True
ctx_spike_count_ge2,2026-03-15_to_2026-03-15_run_001,c691a48ff94dffbf86a7c7a4,FAILED_BREAK_RECLAIM_SHORT,2026-03-15 05:48:00+00:00,TAKE_PROFIT,TARGET,0.00211453,0.00228771,-0.00017318,0.00038767,-0.00172686,True,True
ctx_spike_count_ge2,2026-03-15_to_2026-03-15_run_001,1f25f51c5981e2a022fb0de3,FAILED_BREAK_RECLAIM_SHORT,2026-03-15 05:50:00+00:00,EXPIRY,EXPIRY,0.00213827,0.00229330,0.00042039,0.00005732,-0.00208095,True,True
ctx_spike_count_ge2,2026-03-15_to_2026-03-15_run_001,1f66634295689bba8bdc1f5d,FAILED_BREAK_RECLAIM_SHORT,2026-03-15 09:44:00+00:00,TAKE_PROFIT,TARGET,-0.00041672,1.00000000,-0.00048780,0.00083252,0.00124924,False,True
ctx_spike_count_ge2,2026-03-15_to_2026-03-15_run_001,4a3b724e35a75426f6db98b4,FAILED_BREAK_RECLAIM_SHORT,2026-03-15 09:54:00+00:00,TAKE_PROFIT,TARGET,0.00066341,0.00069686,-0.00074983,0.00003763,-0.00062578,True,True
ctx_spike_count_ge2,2026-03-15_to_2026-03-15_run_001,bc4f34a39fda8a486008d482,FAILED_BREAK_RECLAIM_SHORT,2026-03-15 10:05:00+00:00,TAKE_PROFIT,TARGET,0.00000000,0.00103136,-0.00032892,0.00024882,0.00024882,False,True
ctx_spike_count_ge2,2026-03-15_to_2026-03-15_run_001,90e2b6a6173df667c835177a,FAILED_BREAK_RECLAIM_SHORT,2026-03-15 10:06:00+00:00,STOP_LOSS,STOP,-0.00037631,0.00103136,-0.00037631,-0.00066525,-0.00028894,False,False
ctx_spike_count_ge2,2026-03-15_to_2026-03-15_run_001,48dadbe0af4954f8377aa221,FAILED_BREAK_RECLAIM_SHORT,2026-03-15 10:39:00+00:00,STOP_LOSS,STOP,-0.00041115,0.00015749,-0.00077631,-0.00000279,0.00040836,False,False
ctx_spike_count_ge2,2026-03-15_to_2026-03-15_run_001,1549fabc49d0fd51c6a28098,FAILED_BREAK_RECLAIM_SHORT,2026-03-15 20:42:00+00:00,TAKE_PROFIT,TARGET,0.00222260,0.00322958,0.00066622,0.00124446,-0.00097813,True,True
ctx_spike_count_ge2,2026-03-15_to_2026-03-15_run_001,24454fd3acd6619ccfc2b98a,FAILED_BREAK_RECLAIM_SHORT,2026-03-15 22:09:00+00:00,TAKE_PROFIT,TARGET,0.00199106,0.00403491,0.00012366,0.00031060,-0.00168046,True,True
ctx_spike_count_ge2,2026-03-15_to_2026-03-15_run_001,b95c944234d45f97dae11095,FAILED_BREAK_RECLAIM_SHORT,2026-03-15 22:10:00+00:00,TAKE_PROFIT,TARGET,0.00126161,0.00403491,0.00013339,0.00068808,-0.00057352,True,True
ctx_spike_count_ge2,2026-03-15_to_2026-03-15_run_001,949de83f4797eecd0ee25333,FAILED_BREAK_RECLAIM_SHORT,2026-03-15 22:25:00+00:00,STOP_LOSS,STOP,-0.00218922,0.00070934,-0.00438539,-0.00037985,0.00180937,False,False
ctx_spike_count_ge2,2026-03-16_to_2026-03-16_run_001,b77fdfe9dcc6f827141cc91e,FAILED_BREAK_RECLAIM_SHORT,2026-03-16 21:06:00+00:00,STOP_LOSS,STOP,-0.00000134,0.00335888,-0.00000134,-0.00328225,-0.00328090,False,False
ctx_spike_count_ge2,2026-03-16_to_2026-03-16_run_001,88a576f65861997c2f98cc1d,FAILED_BREAK_RECLAIM_SHORT,2026-03-16 21:22:00+00:00,STOP_LOSS,STOP,0.00111290,0.00334006,0.00083737,-0.00247250,-0.00358540,True,False
ctx_spike_count_ge2,2026-03-16_to_2026-03-16_run_001,71e149956b2891ec6dbb4a40,FAILED_BREAK_RECLAIM_SHORT,2026-03-16 21:39:00+00:00,STOP_LOSS,STOP,0.00030612,0.00267180,-0.00065117,-0.00047282,-0.00077894,True,False
ctx_spike_count_ge2,2026-03-16_to_2026-03-16_run_001,604038d1009d751c9258065f,FAILED_BREAK_RECLAIM_SHORT,2026-03-16 23:05:00+00:00,STOP_LOSS,STOP,-0.00053764,0.00267205,-0.00188710,-0.00067250,-0.00013486,False,False
ctx_spike_count_ge2,2026-03-16_to_2026-03-16_run_001,b1145b0a3d18f3e309cd067f,FAILED_BREAK_RECLAIM_SHORT,2026-03-16 23:05:00+00:00,STOP_LOSS,STOP,0.00055853,0.00376469,-0.00078946,-0.00177001,-0.00232854,True,False
ctx_spike_count_ge2,2026-03-16_to_2026-03-16_run_001,e1843d9600d75a17ae181dc8,FAILED_BREAK_RECLAIM_SHORT,2026-03-16 23:06:00+00:00,TAKE_PROFIT,TARGET,0.00076126,0.00376469,-0.00078946,0.00075359,-0.00000768,True,True
ctx_spike_count_ge2,2026-03-16_to_2026-03-16_run_001,ab40bd19eabc5dbb2274a1c7,FAILED_BREAK_RECLAIM_SHORT,2026-03-16 23:08:00+00:00,STOP_LOSS,STOP,-0.00072178,0.00267205,-0.00188710,-0.00188932,-0.00116754,False,False
ctx_spike_count_ge2,2026-03-21_to_2026-03-21_run_001,73d9605ed7997458699da9f3,FAILED_BREAK_RECLAIM_SHORT,2026-03-21 04:27:00+00:00,STOP_LOSS,STOP,0.00186127,0.00236298,-0.00034908,-0.00028415,-0.00214542,True,False
ctx_spike_count_ge2,2026-03-22_to_2026-03-22_run_001,0e722da44869616fd12717a5,FAILED_BREAK_RECLAIM_SHORT,2026-03-22 15:17:00+00:00,TAKE_PROFIT,TARGET,0.00131432,0.00241975,0.00015667,0.00069012,-0.00062420,True,True
ctx_spike_count_ge2,2026-03-24_to_2026-03-24_run_001,9a89bc91a19deacebaf93e03,FAILED_BREAK_RECLAIM_SHORT,2026-03-24 07:08:00+00:00,STOP_LOSS,STOP,-0.00210954,0.00082006,-0.00304271,-0.00054323,0.00156631,False,False
ctx_spike_count_ge2,2026-03-26_to_2026-03-26_run_001,d27ad7cc2a353e1c1164a591,FAILED_BREAK_RECLAIM_SHORT,2026-03-26 20:13:00+00:00,STOP_LOSS,STOP,-0.00166187,0.00157365,-0.00261648,-0.00067881,0.00098307,False,False
ctx_spike_count_ge2,2026-03-27_to_2026-03-27_run_001,2914b97102da9e1cc5cdf982,FAILED_BREAK_RECLAIM_SHORT,2026-03-27 07:14:00+00:00,STOP_LOSS,STOP,-0.00060584,0.00087171,-0.00138021,-0.00057857,0.00002727,False,False
ctx_spike_count_ge2,2026-03-30_to_2026-03-30_run_001,dc1d122fea6ababab9ca5718,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-03-30 03:26:00+00:00,STOP_LOSS,STOP,0.00020535,0.00115325,-0.00079314,-0.00032897,-0.00053432,True,False
ctx_spike_count_ge2,2026-03-30_to_2026-03-30_run_001,fdc82fd70700de10af125196,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-03-30 05:11:00+00:00,STOP_LOSS,STOP,0.00104605,0.00197389,-0.00024674,-0.00095535,-0.00200140,True,False
ctx_spike_count_ge2,2026-03-30_to_2026-03-30_run_001,cdd9e320ed5efa3409afe54a,FAILED_BREAK_RECLAIM_SHORT,2026-03-30 11:28:00+00:00,EXPIRY,EXPIRY,0.00603210,0.00655183,0.00294906,0.00167388,-0.00435822,True,True
ctx_spike_count_ge2,2026-03-30_to_2026-03-30_run_001,8c95baf40606bf0334673492,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-03-30 13:23:00+00:00,STOP_LOSS,STOP,0.00249434,0.00443160,-0.00060852,-0.00007938,-0.00257372,True,False
ctx_spike_count_ge2,2026-03-30_to_2026-03-30_run_001,89522034e456a3a1c21cacdc,FAILED_BREAK_RECLAIM_SHORT,2026-03-30 13:26:00+00:00,TAKE_PROFIT,TARGET,0.00125886,0.00390306,-0.00015442,0.00212734,0.00086848,True,True
ctx_spike_count_ge2,2026-03-30_to_2026-03-30_run_001,b3035b21504142de0d31ec0e,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-03-30 22:08:00+00:00,EXPIRY,EXPIRY,0.00168977,0.00306401,0.00109312,-0.00039259,-0.00208235,True,False
ctx_spike_count_ge2,2026-03-31_to_2026-03-31_run_001,97d682b7e92bbc2d6bb30683,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-03-31 07:17:00+00:00,TAKE_PROFIT,TARGET,-0.00015168,0.00262163,-0.00071675,0.00112280,0.00127448,False,True
ctx_spike_count_ge2,2026-03-31_to_2026-03-31_run_001,4d0e53786332b73912212e57,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-03-31 09:56:00+00:00,STOP_LOSS,STOP,0.00025038,0.00545403,0.00018250,-0.00297718,-0.00322756,True,False
ctx_spike_count_ge2,2026-03-31_to_2026-03-31_run_001,c81adea5458b9ae8137fd5e0,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-03-31 10:40:00+00:00,STOP_LOSS,STOP,-0.00123964,0.00115606,-0.00236357,-0.00075685,0.00048279,False,False
ctx_spike_count_ge2,2026-03-31_to_2026-03-31_run_001,b5fae11a583ba6e5590cdb4a,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-03-31 13:18:00+00:00,STOP_LOSS,STOP,0.00081178,0.00161833,-0.00002918,-0.00023424,-0.00104602,True,False
ctx_spike_count_ge2,2026-03-31_to_2026-03-31_run_001,eee8e82c613d2416679c6414,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-03-31 14:04:00+00:00,TAKE_PROFIT,TARGET,-0.00091457,0.00408440,-0.00137037,0.00196906,0.00288363,False,True
ctx_spike_count_ge2,2026-03-31_to_2026-03-31_run_001,255e72d49fe29a14f022ce72,IMPULSE_FADE_RECLAIM_SHORT_V1,2026-03-31 15:08:00+00:00,TAKE_PROFIT,TARGET,-0.00293200,0.00217155,-0.00490559,0.00018267,0.00311466,False,True
ctx_spike_count_ge2,2026-03-31_to_2026-03-31_run_001,6a8bf19c00c0f910ef988ca9,FAILED_BREAK_RECLAIM_SHORT,2026-03-31 16:45:00+00:00,TAKE_PROFIT,TARGET,0.00280820,0.00455687,-0.00180327,0.00052478,-0.00228342,True,True
