ExpiryModel,ComparedTrades,SweepSavesReferenceSL,SweepMakesTPUnreachable,ReferenceWinsTinyR,AvgRDiff_SweepMinusRef,MedianRDiff_SweepMinusRef
BARS_AFTER_ACTIVATION:4320,37,4,5,5,-0.067568,0.0
