ExpiryModel,SetupId,Direction,SourceTF,RefExit,SweepExit,RefR,SweepR,DeltaR_SweepMinusRef,RefRiskDistance,SweepRiskDistance,RefHoldBars,SweepHoldBars,SweepSavesReferenceSL,SweepMakesTPUnreachable,ReferenceWinsTinyR
BARS_AFTER_ACTIVATION:4320,4a4a99cd318717852e39bf35,SHORT,H4,TARGET,STOP,1.5,-1.0,-2.5,278.0,405.7,28,303,False,True,True
BARS_AFTER_ACTIVATION:4320,513de79500f119ebdc89e724,SHORT,H4,TARGET,STOP,1.5,-1.0,-2.5,39.6,165.2,5,52,False,True,True
BARS_AFTER_ACTIVATION:4320,752a04162f5f952bae4ebb52,LONG,H4,TARGET,STOP,1.5,-1.0,-2.5,95.3,381.0,0,10,False,True,True
BARS_AFTER_ACTIVATION:4320,7b888d3386fe39dad14954b7,SHORT,H4,TARGET,STOP,1.5,-1.0,-2.5,33.4,219.5,1,7,False,True,True
BARS_AFTER_ACTIVATION:4320,9ec69c6605ca85675e0e6e06,LONG,H4,TARGET,STOP,1.5,-1.0,-2.5,14.3,58.8,0,1,False,True,True
BARS_AFTER_ACTIVATION:4320,3006cd3533f5bb2880b10b4d,LONG,H4,STOP,TARGET,-1.0,1.5,2.5,29.2,143.7,1,124,True,False,False
BARS_AFTER_ACTIVATION:4320,3711c617488c92d9828c70cf,SHORT,H4,STOP,TARGET,-1.0,1.5,2.5,25.7,254.3,0,26,True,False,False
BARS_AFTER_ACTIVATION:4320,41b0c0d1c811e60feabed7db,SHORT,H4,STOP,TARGET,-1.0,1.5,2.5,26.9,231.4,0,646,True,False,False
BARS_AFTER_ACTIVATION:4320,a7041ce1f10fd1f3af817637,LONG,H4,STOP,TARGET,-1.0,1.5,2.5,0.2,97.6,1,149,True,False,False
