SourceReport,GroupType,GroupValue,SampleCount,Mean_CloseReturn_Pct,PositiveCloseReturnRate,Mean_MFE_Pct,Mean_MAE_Pct,Baseline_Mean_CloseReturn_Pct,Baseline_PositiveCloseReturnRate,Delta_Mean_CloseReturn_Pct,Delta_PositiveCloseReturnRate,MinSamplePassed,RankingMethod,RankingScore,RankingLabel
report,SetupType,FAILED_BREAK_RECLAIM_LONG,11,0.1358552317141552,0.7272727272727273,0.31211290793097085,-0.23113467101786211,0.0026138624881316638,0.5217391304347826,0.13324136922602353,0.2055335968379447,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.22047729849880923,TOP
report,SetupType,FAILED_BREAK_RECLAIM_SHORT,35,-0.039261996411475715,0.45714285714285713,0.2663784468053193,-0.1850041669598533,0.0026138624881316638,0.5217391304347826,-0.04187585889960738,-0.06459627329192547,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,-0.06715637358497688,WEAK
report,Direction,LONG,11,0.1358552317141552,0.7272727272727273,0.31211290793097085,-0.23113467101786211,0.0026138624881316638,0.5217391304347826,0.13324136922602353,0.2055335968379447,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.22047729849880923,TOP
report,Direction,SHORT,35,-0.039261996411475715,0.45714285714285713,0.2663784468053193,-0.1850041669598533,0.0026138624881316638,0.5217391304347826,-0.04187585889960738,-0.06459627329192547,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,-0.06715637358497688,WEAK
report,LifecycleStatus,EXPIRED,11,0.40121498763983543,1.0,0.49681157855552255,0.032563777911266384,0.0026138624881316638,0.5217391304347826,0.39860112515170376,0.4782608695652174,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.5287084892097236,TOP
report,LifecycleStatus,INVALIDATED,35,-0.12266077684526096,0.37142857142857144,0.2083302931804602,-0.26788082233757937,0.0026138624881316638,0.5217391304347826,-0.1252746393333926,-0.15031055900621115,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,-0.1640290335226928,WEAK
report,OutcomeStatus,FULL_HORIZON,46,0.0026138624881316638,0.5217391304347826,0.2773149483788447,-0.19603537445198585,0.0026138624881316638,0.5217391304347826,0.0,0.0,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.001625591478537176,TOP
context_report,CtxRelVolumeSpike_v1,0,39,0.00592580515376904,0.5384615384615384,0.27737345229676247,-0.20824852593236015,0.0026138624881316638,0.5217391304347826,0.0033119426656373764,0.01672240802675584,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.018436100820607624,TOP
context_report,CtxRelVolumeSpike_v1,1,7,-0.015838389506133678,0.42857142857142855,0.2769889979790168,-0.12799067334704325,0.0026138624881316638,0.5217391304347826,-0.018452251994265343,-0.09316770186335405,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,-0.09203296057014111,WEAK
context_report,CtxDeltaSpike_v1,0,40,-0.000280623111278927,0.525,0.276683077300034,-0.21228215036340678,0.0026138624881316638,0.5217391304347826,-0.0028944855994105906,0.003260869565217428,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.004259439544008913,TOP
context_report,CtxDeltaSpike_v1,1,6,0.021910433150868946,0.5,0.28152742223758276,-0.08772353504251268,0.0026138624881316638,0.5217391304347826,0.01929657066273728,-0.021739130434782594,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,-0.015933395624607466,WEAK
context_report,CtxOISpike_v1,0,38,0.03612050114089683,0.5526315789473685,0.283914217298674,-0.17786946945224025,0.0026138624881316638,0.5217391304347826,0.03350663865276517,0.03089244851258588,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.03636400733479107,TOP
context_report,CtxOISpike_v1,1,8,-0.15654267111250283,0.375,0.2459684210096552,-0.28232342320077747,0.0026138624881316638,0.5217391304347826,-0.1591565336006345,-0.1467391304347826,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,-0.16338188383866847,WEAK
context_report,CtxLiqSpike_v1,0,41,-0.0027654705802016987,0.5121951219512195,0.2782662166397425,-0.20017702862261536,0.0026138624881316638,0.5217391304347826,-0.0053793330683333624,-0.009544008483563071,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,-0.008520158030053864,WEAK
context_report,CtxLiqSpike_v1,1,5,0.046724393648465215,0.6,0.26951454863948227,-0.1620738102528239,0.0026138624881316638,0.5217391304347826,0.04411053116033355,0.07826086956521738,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.08482073744898391,TOP
context_report,CtxWickReclaim_v1,0,39,0.037926613064084236,0.5384615384615384,0.29149571062194796,-0.1692963833067908,0.0026138624881316638,0.5217391304347826,0.035312750575952574,0.01672240802675584,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.02269766963065424,TOP
context_report,CtxWickReclaim_v1,1,7,-0.19412860500646126,0.42857142857142855,0.1983078444529836,-0.34500975368950115,0.0026138624881316638,0.5217391304347826,-0.19674246749459293,-0.09316770186335405,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,-0.1157759867975437,WEAK
context_report,AbsorptionScore_v1,LOW,16,0.09061494966205812,0.6875,0.28050114639994145,-0.11319201106731339,0.0026138624881316638,0.5217391304347826,0.08800108717392645,0.1657608695652174,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.17790716098926262,TOP
context_report,AbsorptionScore_v1,MID,15,0.014054853795730023,0.4666666666666667,0.30065113580224345,-0.2519614831547322,0.0026138624881316638,0.5217391304347826,0.01144099130759836,-0.05507246376811592,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,-0.05295457158440586,WEAK
context_report,AbsorptionScore_v1,HIGH,15,-0.10269495513832158,0.4,0.2505801497329426,-0.22847552002622337,0.0026138624881316638,0.5217391304347826,-0.10530881762645325,-0.12173913043478257,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,-0.13182791960329351,WEAK
context_report,RelVolume_20,LOW,16,-0.16489972387591337,0.3125,0.17817278630659092,-0.2776804409745329,0.0026138624881316638,0.5217391304347826,-0.16751358636404504,-0.2092391304347826,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,-0.22798064216454594,WEAK
context_report,RelVolume_20,MID,15,0.15316222982422115,0.7333333333333333,0.3273389260495205,-0.13024526181059834,0.0026138624881316638,0.5217391304347826,0.15054836733608948,0.2115942028985507,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.2305909129169381,TOP
context_report,RelVolume_20,HIGH,15,0.030746653940356885,0.5333333333333333,0.3330426102519063,-0.1747374161359897,0.0026138624881316638,0.5217391304347826,0.02813279145222522,0.011594202898550732,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.017573585926091585,TOP
context_report,DeltaAbsRatio_20,LOW,16,0.015079928967805013,0.6875,0.2662303708646109,-0.1793764596449002,0.0026138624881316638,0.5217391304347826,0.01246606647967335,0.1657608695652174,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.16874455443757894,TOP
context_report,DeltaAbsRatio_20,MID,15,-0.06249537712365334,0.4,0.23196914489910442,-0.25159294190473563,0.0026138624881316638,0.5217391304347826,-0.06510923961178501,-0.12173913043478257,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,-0.1286425303360737,WEAK
context_report,DeltaAbsRatio_20,HIGH,15,0.054425964521598424,0.4666666666666667,0.3344843012071011,-0.158247316126794,0.0026138624881316638,0.5217391304347826,0.05181210203346676,-0.05507246376811592,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,-0.0463665138631631,WEAK
context_report,OIChangeAbsRatio_20,LOW,16,-0.04630908451041948,0.5625,0.22007141277644166,-0.2334945082124048,0.0026138624881316638,0.5217391304347826,-0.04892294699855114,0.040760869565217406,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.035600112956643025,TOP
context_report,OIChangeAbsRatio_20,MID,15,0.19210002650480365,0.6666666666666666,0.37747361610924085,-0.10981828694922549,0.0026138624881316638,0.5217391304347826,0.18948616401667198,0.14492753623188404,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.16922925921675153,TOP
context_report,OIChangeAbsRatio_20,HIGH,15,-0.13468782473008584,0.3333333333333333,0.23821605195767845,-0.24229605261029924,0.0026138624881316638,0.5217391304347826,-0.1373016872182175,-0.18840579710144928,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,-0.20221756583632347,WEAK
context_report,LiqTotalRatio_20,LOW,16,0.04290937691382357,0.625,0.28383368386640184,-0.15128817667712596,0.0026138624881316638,0.5217391304347826,0.04029551442569191,0.1032608695652174,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.10994133115157212,TOP
context_report,LiqTotalRatio_20,MID,15,-0.09252964505441114,0.4,0.2524480308380466,-0.24717518189923013,0.0026138624881316638,0.5217391304347826,-0.0951435075425428,-0.12173913043478257,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,-0.1311480242102605,WEAK
context_report,LiqTotalRatio_20,HIGH,15,0.054775487976603095,0.5333333333333333,0.2952285480662484,-0.19262591129792542,0.0026138624881316638,0.5217391304347826,0.05216162548847143,0.011594202898550732,True,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.018862418182764337,TOP
