GroupType,GroupValue,SampleCount,Mean_MFE_Pct,Median_MFE_Pct,Mean_MAE_Pct,Median_MAE_Pct,Mean_CloseReturn_Pct,Median_CloseReturn_Pct,PositiveCloseReturnRate,FullHorizonRate,PartialHorizonRate,NoForwardBarsRate
CtxRelVolumeSpike_v1,0,39,0.27737345229676247,0.23938830447829718,-0.20824852593236015,-0.18659664071565943,0.00592580515376904,0.02886622852654686,0.5384615384615384,1.0,0.0,0.0
CtxRelVolumeSpike_v1,1,7,0.2769889979790168,0.26720466022130185,-0.12799067334704325,-0.13224760510999375,-0.015838389506133678,-0.0001344087828153274,0.42857142857142855,1.0,0.0,0.0
CtxDeltaSpike_v1,0,40,0.276683077300034,0.23938830447829718,-0.21228215036340678,-0.18659664071565943,-0.000280623111278927,0.017453998643958565,0.525,1.0,0.0,0.0
CtxDeltaSpike_v1,1,6,0.28152742223758276,0.3006052427489744,-0.08772353504251268,-0.07203130978833866,0.021910433150868946,0.015238609804065648,0.5,1.0,0.0,0.0
CtxOISpike_v1,0,38,0.283914217298674,0.240662056765902,-0.17786946945224025,-0.1621073534734356,0.03612050114089683,0.024032813517452595,0.5526315789473685,1.0,0.0,0.0
CtxOISpike_v1,1,8,0.2459684210096552,0.2532843726294468,-0.28232342320077747,-0.19941461121470105,-0.15654267111250283,-0.13436819670210845,0.375,1.0,0.0,0.0
CtxLiqSpike_v1,0,41,0.2782662166397425,0.23938830447829718,-0.20017702862261536,-0.18659664071565943,-0.0027654705802016987,0.015708598779558804,0.5121951219512195,1.0,0.0,0.0
CtxLiqSpike_v1,1,5,0.26951454863948227,0.26720466022130185,-0.1620738102528239,-0.18659664071565943,0.046724393648465215,0.055852795660675233,0.6,1.0,0.0,0.0
CtxWickReclaim_v1,0,39,0.29149571062194796,0.2671804407805965,-0.1692963833067908,-0.13224760510999375,0.037926613064084236,0.01919939850835833,0.5384615384615384,1.0,0.0,0.0
CtxWickReclaim_v1,1,7,0.1983078444529836,0.17256784218011842,-0.34500975368950115,-0.31363492947914023,-0.19412860500646126,-0.2702684559253008,0.42857142857142855,1.0,0.0,0.0
AbsorptionScore_v1,LOW,16,0.28050114639994145,0.25455812491705165,-0.11319201106731339,-0.12378912884407146,0.09061494966205812,0.057322067863378436,0.6875,1.0,0.0,0.0
AbsorptionScore_v1,MID,15,0.30065113580224345,0.23938830447829718,-0.2519614831547322,-0.18870993106174705,0.014054853795730023,-0.09045711082945396,0.4666666666666667,1.0,0.0,0.0
AbsorptionScore_v1,HIGH,15,0.2505801497329426,0.2671804407805965,-0.22847552002622337,-0.18870993106174705,-0.10269495513832158,-0.012394375405188842,0.4,1.0,0.0,0.0
RelVolume_20,LOW,16,0.17817278630659092,0.17440572491155718,-0.2776804409745329,-0.19941461121470105,-0.16489972387591337,-0.16071104905244538,0.3125,1.0,0.0,0.0
RelVolume_20,MID,15,0.3273389260495205,0.3340058252766469,-0.13024526181059834,-0.18659664071565943,0.15316222982422115,0.16780077471657964,0.7333333333333333,1.0,0.0,0.0
RelVolume_20,HIGH,15,0.3330426102519063,0.26720466022130185,-0.1747374161359897,-0.13224760510999375,0.030746653940356885,0.015708598779558804,0.5333333333333333,1.0,0.0,0.0
DeltaAbsRatio_20,LOW,16,0.2662303708646109,0.240662056765902,-0.1793764596449002,-0.13493283567060277,0.015079928967805013,0.037678691832278635,0.6875,1.0,0.0,0.0
DeltaAbsRatio_20,MID,15,0.23196914489910442,0.21901269946772686,-0.25159294190473563,-0.18870993106174705,-0.06249537712365334,-0.09045711082945396,0.4,1.0,0.0,0.0
DeltaAbsRatio_20,HIGH,15,0.3344843012071011,0.26720466022130185,-0.158247316126794,-0.07894577848190881,0.054425964521598424,-0.0001344087828153274,0.4666666666666667,1.0,0.0,0.0
OIChangeAbsRatio_20,LOW,16,0.22007141277644166,0.229200501973012,-0.2334945082124048,-0.18659664071565943,-0.04630908451041948,0.031167007722803737,0.5625,1.0,0.0,0.0
OIChangeAbsRatio_20,MID,15,0.37747361610924085,0.3340058252766469,-0.10981828694922549,-0.04637103006858881,0.19210002650480365,0.21901269946772686,0.6666666666666666,1.0,0.0,0.0
OIChangeAbsRatio_20,HIGH,15,0.23821605195767845,0.2671804407805965,-0.24229605261029924,-0.18870993106174705,-0.13468782473008584,-0.07217751636764518,0.3333333333333333,1.0,0.0,0.0
LiqTotalRatio_20,LOW,16,0.28383368386640184,0.2532843726294468,-0.15128817667712596,-0.13224760510999375,0.04290937691382357,0.035377912636021754,0.625,1.0,0.0,0.0
LiqTotalRatio_20,MID,15,0.2524480308380466,0.23938830447829718,-0.24717518189923013,-0.18870993106174705,-0.09252964505441114,-0.09045711082945396,0.4,1.0,0.0,0.0
LiqTotalRatio_20,HIGH,15,0.2952285480662484,0.2671804407805965,-0.19262591129792542,-0.18659664071565943,0.054775487976603095,0.030611628390946624,0.5333333333333333,1.0,0.0,0.0
