SetupId,SetupType,Direction,Status,DetectedAt,SetupBarTs,ReferenceEventTs,ReferenceEventType,SourceTF,ReferenceEventAnchorTs,ReferenceLevel,AbsorptionScore_v1,CtxRelVolumeSpike_v1,CtxDeltaSpike_v1,CtxOISpike_v1,CtxLiqSpike_v1,CtxWickReclaim_v1,RelVolume_20,DeltaAbsRatio_20,OIChangeAbsRatio_20,LiqTotalRatio_20,LifecycleStatus,InvalidatedAt,ExpiredAt,LifecycleBarsForward
aba6ccbd3fbec6d98b13d9f4,FAILED_BREAK_RECLAIM_SHORT,SHORT,CANDIDATE,2026-03-16 13:43:00+00:00,2026-03-16 13:43:00+00:00,2026-03-16 13:43:00+00:00,FAILED_BREAK_UP,H4,2026-03-16 13:42:00+00:00,74444.0,0,False,False,False,False,False,1.2770313936510496,1.3578108003939875,0.710366622074883,0.391183768792877,EXPIRED,,2026-03-16 13:55:00+00:00,12
c2c7d4017c8cc77a8be9f839,FAILED_BREAK_RECLAIM_SHORT,SHORT,CANDIDATE,2026-03-16 13:43:00+00:00,2026-03-16 13:43:00+00:00,2026-03-16 13:43:00+00:00,FAILED_BREAK_UP,H1,2026-03-16 13:42:00+00:00,74444.0,0,False,False,False,False,False,1.2770313936510496,1.3578108003939875,0.710366622074883,0.391183768792877,EXPIRED,,2026-03-16 13:55:00+00:00,12
710dd283f64d0af74a479f85,FAILED_BREAK_RECLAIM_SHORT,SHORT,CANDIDATE,2026-03-16 14:11:00+00:00,2026-03-16 14:11:00+00:00,2026-03-16 14:11:00+00:00,FAILED_BREAK_UP,H4,2026-03-16 14:10:00+00:00,74444.0,0,False,False,False,False,False,0.6365024938488623,0.058837606555483084,0.6129391260525731,0.0,EXPIRED,,2026-03-16 14:23:00+00:00,12
954ac6d524213dea35549cad,FAILED_BREAK_RECLAIM_SHORT,SHORT,CANDIDATE,2026-03-16 14:11:00+00:00,2026-03-16 14:11:00+00:00,2026-03-16 14:11:00+00:00,FAILED_BREAK_UP,H1,2026-03-16 14:10:00+00:00,74444.0,0,False,False,False,False,False,0.6365024938488623,0.058837606555483084,0.6129391260525731,0.0,EXPIRED,,2026-03-16 14:23:00+00:00,12
7f17c45df7a787fb1026a844,FAILED_BREAK_RECLAIM_LONG,LONG,CANDIDATE,2026-03-16 14:33:00+00:00,2026-03-16 14:33:00+00:00,2026-03-16 14:33:00+00:00,FAILED_BREAK_DOWN,H1,2026-03-16 14:32:00+00:00,73420.4,1,False,False,True,False,False,1.272307610987449,1.392342238885835,3.722132972576924,0.1253284819082272,INVALIDATED,2026-03-16 14:34:00+00:00,,12
9ed42fb55a175809b395f9c6,FAILED_BREAK_RECLAIM_LONG,LONG,CANDIDATE,2026-03-16 14:37:00+00:00,2026-03-16 14:37:00+00:00,2026-03-16 14:37:00+00:00,FAILED_BREAK_DOWN,H1,2026-03-16 14:36:00+00:00,73420.4,0,False,False,False,False,False,0.4477503401523795,0.256015238947937,0.17462022820302386,0.3768345894486314,INVALIDATED,2026-03-16 14:38:00+00:00,,12
fc893261f215490b4a5d0939,FAILED_BREAK_RECLAIM_LONG,LONG,CANDIDATE,2026-03-16 14:58:00+00:00,2026-03-16 14:58:00+00:00,2026-03-16 14:58:00+00:00,FAILED_BREAK_DOWN,H1,2026-03-16 14:57:00+00:00,73420.4,1,False,False,False,True,False,0.8859302390930398,0.7450627045112251,0.01723188856714859,2.2313172654236775,INVALIDATED,2026-03-16 14:59:00+00:00,,12
99e3be9a0de0888f3eac04a1,FAILED_BREAK_RECLAIM_LONG,LONG,CANDIDATE,2026-03-16 15:00:00+00:00,2026-03-16 15:00:00+00:00,2026-03-16 15:00:00+00:00,FAILED_BREAK_DOWN,H1,2026-03-16 14:59:00+00:00,73420.4,0,False,False,False,False,False,0.4903250607519894,0.7120492107566221,0.007360111873593361,0.09522245936627813,INVALIDATED,2026-03-16 15:03:00+00:00,,12
755be7eb91f0c4178d1460df,FAILED_BREAK_RECLAIM_LONG,LONG,CANDIDATE,2026-03-16 15:01:00+00:00,2026-03-16 15:01:00+00:00,2026-03-16 15:01:00+00:00,FAILED_BREAK_DOWN,H1,2026-03-16 15:00:00+00:00,73420.4,1,False,False,False,False,True,0.7082429763736232,0.3004087160340709,0.021502920972096672,0.8127264136084422,INVALIDATED,2026-03-16 15:03:00+00:00,,12
993b0592fde181477177f6f5,FAILED_BREAK_RECLAIM_LONG,LONG,CANDIDATE,2026-03-16 15:04:00+00:00,2026-03-16 15:04:00+00:00,2026-03-16 15:04:00+00:00,FAILED_BREAK_DOWN,H1,2026-03-16 15:03:00+00:00,73420.4,0,False,False,False,False,False,0.6176663003379116,0.07801787550268122,0.8302088912696997,0.0,INVALIDATED,2026-03-16 15:06:00+00:00,,12
718ddea0607bae5ffbf16f40,FAILED_BREAK_RECLAIM_LONG,LONG,CANDIDATE,2026-03-16 15:05:00+00:00,2026-03-16 15:05:00+00:00,2026-03-16 15:05:00+00:00,FAILED_BREAK_DOWN,H1,2026-03-16 15:04:00+00:00,73420.4,1,False,False,False,False,True,0.3863916300326887,0.254784738573766,0.033105176039244955,0.0,INVALIDATED,2026-03-16 15:06:00+00:00,,12
febf7b1490ce99d0b0e0dc42,FAILED_BREAK_RECLAIM_LONG,LONG,CANDIDATE,2026-03-16 15:08:00+00:00,2026-03-16 15:08:00+00:00,2026-03-16 15:08:00+00:00,FAILED_BREAK_DOWN,H1,2026-03-16 15:07:00+00:00,73420.4,0,False,False,False,False,False,0.5293664557653731,0.5857392789625554,0.12032497216931405,0.0,EXPIRED,,2026-03-16 15:20:00+00:00,12
215dd18fbf1aa32a1e535f80,FAILED_BREAK_RECLAIM_LONG,LONG,CANDIDATE,2026-03-16 15:09:00+00:00,2026-03-16 15:09:00+00:00,2026-03-16 15:09:00+00:00,FAILED_BREAK_DOWN,H1,2026-03-16 15:08:00+00:00,73420.4,0,False,False,False,False,False,0.555282715885297,0.4762250546746855,0.78110035117627,0.0344976282880552,EXPIRED,,2026-03-16 15:21:00+00:00,12
1366d1c9bf2f6ee6f2ed795e,FAILED_BREAK_RECLAIM_LONG,LONG,CANDIDATE,2026-03-16 15:10:00+00:00,2026-03-16 15:10:00+00:00,2026-03-16 15:10:00+00:00,FAILED_BREAK_DOWN,H1,2026-03-16 15:09:00+00:00,73420.4,0,False,False,False,False,False,0.5285972694963915,1.0222830094627608,0.33346524205285283,0.0,EXPIRED,,2026-03-16 15:22:00+00:00,12
9b845990abf459c5b0b90723,FAILED_BREAK_RECLAIM_LONG,LONG,CANDIDATE,2026-03-16 16:08:00+00:00,2026-03-16 16:08:00+00:00,2026-03-16 16:08:00+00:00,FAILED_BREAK_DOWN,H1,2026-03-16 15:59:00+00:00,73420.4,2,False,True,False,True,False,1.0306653951349807,1.7120979440429138,0.6448605158283589,1.6660055533518445,INVALIDATED,2026-03-16 16:09:00+00:00,,12
b77fdfe9dcc6f827141cc91e,FAILED_BREAK_RECLAIM_SHORT,SHORT,CANDIDATE,2026-03-16 21:06:00+00:00,2026-03-16 21:06:00+00:00,2026-03-16 21:06:00+00:00,FAILED_BREAK_UP,H1,2026-03-16 21:05:00+00:00,74399.9,2,True,True,False,False,False,3.764218188606335,3.8736944015192414,1.1542474328698487,0.08637873754152822,INVALIDATED,2026-03-16 21:18:00+00:00,,12
98f046952a33fdfe04925a0b,FAILED_BREAK_RECLAIM_SHORT,SHORT,CANDIDATE,2026-03-16 21:07:00+00:00,2026-03-16 21:07:00+00:00,2026-03-16 21:07:00+00:00,FAILED_BREAK_UP,H1,2026-03-16 21:06:00+00:00,74399.9,0,False,False,False,False,False,0.42145810941638195,0.269814610589964,0.17040966031028407,0.03316749585406302,INVALIDATED,2026-03-16 21:18:00+00:00,,12
6d26d264bc16ef517ce84bd3,FAILED_BREAK_RECLAIM_SHORT,SHORT,CANDIDATE,2026-03-16 21:19:00+00:00,2026-03-16 21:19:00+00:00,2026-03-16 21:19:00+00:00,FAILED_BREAK_UP,H1,2026-03-16 21:18:00+00:00,74399.9,0,False,False,False,False,False,0.5013041938038736,0.3795454489045751,0.4225780299957371,0.0,EXPIRED,,2026-03-16 21:31:00+00:00,12
dc34ab47b8e8b00f0fb5e022,FAILED_BREAK_RECLAIM_SHORT,SHORT,CANDIDATE,2026-03-16 21:20:00+00:00,2026-03-16 21:20:00+00:00,2026-03-16 21:20:00+00:00,FAILED_BREAK_UP,H1,2026-03-16 21:19:00+00:00,74399.9,0,False,False,False,False,False,0.18957935447592228,0.1210737447473987,0.05284552845569394,0.0,EXPIRED,,2026-03-16 21:32:00+00:00,12
0b99833d1b02d3c18962db50,FAILED_BREAK_RECLAIM_SHORT,SHORT,CANDIDATE,2026-03-16 21:21:00+00:00,2026-03-16 21:21:00+00:00,2026-03-16 21:21:00+00:00,FAILED_BREAK_UP,H1,2026-03-16 21:20:00+00:00,74399.9,0,False,False,False,False,False,0.8687374886918854,0.1326706456213821,0.6721245199118744,0.2064516129032258,EXPIRED,,2026-03-16 21:33:00+00:00,12
88a576f65861997c2f98cc1d,FAILED_BREAK_RECLAIM_SHORT,SHORT,CANDIDATE,2026-03-16 21:22:00+00:00,2026-03-16 21:22:00+00:00,2026-03-16 21:22:00+00:00,FAILED_BREAK_UP,H1,2026-03-16 21:21:00+00:00,74399.9,2,False,True,True,False,False,1.3621595145315972,2.2415561638601535,1.7879515802359598,0.0,EXPIRED,,2026-03-16 21:34:00+00:00,12
71e149956b2891ec6dbb4a40,FAILED_BREAK_RECLAIM_SHORT,SHORT,CANDIDATE,2026-03-16 21:39:00+00:00,2026-03-16 21:39:00+00:00,2026-03-16 21:39:00+00:00,FAILED_BREAK_UP,H4,2026-03-16 21:38:00+00:00,74481.5,3,True,True,True,False,False,2.154770285462488,1.6851168215406986,3.2549884637814936,0.25730994152046777,INVALIDATED,2026-03-16 21:40:00+00:00,,12
2e67ec318cb1f26bb8d3fad9,FAILED_BREAK_RECLAIM_SHORT,SHORT,CANDIDATE,2026-03-16 21:41:00+00:00,2026-03-16 21:41:00+00:00,2026-03-16 21:41:00+00:00,FAILED_BREAK_UP,H4,2026-03-16 21:40:00+00:00,74481.5,0,False,False,False,False,False,1.2679980361689356,0.18664618744533062,0.603480101400165,0.0,INVALIDATED,2026-03-16 21:52:00+00:00,,12
0d27485d55204b130ec35f04,FAILED_BREAK_RECLAIM_SHORT,SHORT,CANDIDATE,2026-03-16 21:42:00+00:00,2026-03-16 21:42:00+00:00,2026-03-16 21:42:00+00:00,FAILED_BREAK_UP,H1,2026-03-16 21:41:00+00:00,74399.9,1,True,False,False,False,False,1.5653283377993952,0.6616772572988536,0.9335735735736038,0.12514665623777863,INVALIDATED,2026-03-16 21:46:00+00:00,,12
cd9419f780b25aae49547dd8,FAILED_BREAK_RECLAIM_SHORT,SHORT,CANDIDATE,2026-03-16 21:42:00+00:00,2026-03-16 21:42:00+00:00,2026-03-16 21:42:00+00:00,FAILED_BREAK_UP,H4,2026-03-16 21:41:00+00:00,74481.5,1,True,False,False,False,False,1.5653283377993952,0.6616772572988536,0.9335735735736038,0.12514665623777863,INVALIDATED,2026-03-16 21:52:00+00:00,,12
d8879f770b3ffac4990e5429,FAILED_BREAK_RECLAIM_SHORT,SHORT,CANDIDATE,2026-03-16 21:43:00+00:00,2026-03-16 21:43:00+00:00,2026-03-16 21:43:00+00:00,FAILED_BREAK_UP,H1,2026-03-16 21:42:00+00:00,74399.9,0,False,False,False,False,False,0.45603647509152173,0.3883728096222551,0.5142521304731204,0.15371477369769426,INVALIDATED,2026-03-16 21:46:00+00:00,,12
388485edcf65bb976d87ab8f,FAILED_BREAK_RECLAIM_SHORT,SHORT,CANDIDATE,2026-03-16 21:50:00+00:00,2026-03-16 21:50:00+00:00,2026-03-16 21:50:00+00:00,FAILED_BREAK_UP,H4,2026-03-16 21:49:00+00:00,74481.5,1,False,False,False,False,True,0.1842156690270218,0.17962092359389198,0.0,0.0,INVALIDATED,2026-03-16 21:52:00+00:00,,12
70ba3f5435ccaa45712e7641,FAILED_BREAK_RECLAIM_SHORT,SHORT,CANDIDATE,2026-03-16 21:51:00+00:00,2026-03-16 21:51:00+00:00,2026-03-16 21:51:00+00:00,FAILED_BREAK_UP,H4,2026-03-16 21:50:00+00:00,74481.5,0,False,False,False,False,False,0.2727565165062494,0.27831630450151407,0.23109698851717245,0.0,INVALIDATED,2026-03-16 21:52:00+00:00,,12
f49ffb581d295cd6a81c01d9,FAILED_BREAK_RECLAIM_SHORT,SHORT,CANDIDATE,2026-03-16 21:53:00+00:00,2026-03-16 21:53:00+00:00,2026-03-16 21:53:00+00:00,FAILED_BREAK_UP,H4,2026-03-16 21:52:00+00:00,74481.5,1,False,False,True,False,False,0.2986193938941338,0.4664832160760098,1.7366233069599017,0.0,INVALIDATED,2026-03-16 21:55:00+00:00,,12
e440220b55b77c175c95cf4a,FAILED_BREAK_RECLAIM_SHORT,SHORT,CANDIDATE,2026-03-16 21:54:00+00:00,2026-03-16 21:54:00+00:00,2026-03-16 21:54:00+00:00,FAILED_BREAK_UP,H4,2026-03-16 21:53:00+00:00,74481.5,1,False,False,False,False,True,0.21211259825070844,0.17407701006050294,0.08979639190231391,0.0,INVALIDATED,2026-03-16 21:55:00+00:00,,12
