Timestamp,EventType,Side,PriceLevel,SourceTF,ReferenceSwingTs,ReferenceSwingPrice,Confidence,MetaJson
2026-03-18 05:00:00+00:00,SWING_HIGH,up,74633.0,H1,2026-03-18 05:00:00+00:00,74633.0,,
2026-03-18 07:00:00+00:00,SWING_LOW,down,73785.0,H1,2026-03-18 07:00:00+00:00,73785.0,,
2026-03-18 07:28:00+00:00,SWEEP_DOWN,down,73785.0,H1,2026-03-18 07:00:00+00:00,73785.0,,
2026-03-18 07:29:00+00:00,FAILED_BREAK_DOWN,down,73785.0,H1,2026-03-18 07:28:00+00:00,73785.0,,
2026-03-18 09:00:00+00:00,SWING_LOW,down,73636.5,H1,2026-03-18 09:00:00+00:00,73636.5,,
2026-03-18 11:00:00+00:00,SWING_HIGH,up,74246.2,H1,2026-03-18 11:00:00+00:00,74246.2,,
2026-03-18 11:30:00+00:00,SWEEP_DOWN,down,73636.5,H1,2026-03-18 09:00:00+00:00,73636.5,,
2026-03-18 17:00:00+00:00,SWING_LOW,down,70821.2,H1,2026-03-18 17:00:00+00:00,70821.2,,
2026-03-18 20:00:00+00:00,SWING_HIGH,up,71980.5,H1,2026-03-18 20:00:00+00:00,71980.5,,
2026-03-18 20:00:00+00:00,SWING_LOW,down,70821.2,H4,2026-03-18 20:00:00+00:00,70821.2,,
2026-03-18 20:06:00+00:00,SWEEP_DOWN,down,70821.2,H1,2026-03-18 17:00:00+00:00,70821.2,,
2026-03-18 20:06:00+00:00,SWEEP_DOWN,down,70821.2,H4,2026-03-18 20:00:00+00:00,70821.2,,
2026-03-18 22:00:00+00:00,SWING_LOW,down,70456.0,H1,2026-03-18 22:00:00+00:00,70456.0,,
2026-03-18 23:00:00+00:00,SWING_HIGH,up,71438.1,H1,2026-03-18 23:00:00+00:00,71438.1,,
