GroupType,GroupValue,SampleCount,Mean_MFE_Pct,Median_MFE_Pct,Mean_MAE_Pct,Median_MAE_Pct,Mean_CloseReturn_Pct,Median_CloseReturn_Pct,PositiveCloseReturnRate,InvalidatedRate,ExpiredRate,PendingRate,FullHorizonRate,PartialHorizonRate,NoForwardBarsRate
overall,ALL,3,0.4001169749200281,0.4073151620305673,-0.10143120168192112,-0.0034038063064145167,0.20792279580556805,0.3249216769986247,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0
SetupType,FAILED_BREAK_RECLAIM_LONG,1,0.365483702149925,0.365483702149925,-0.0034038063064145167,-0.0034038063064145167,0.3249216769986247,0.3249216769986247,1.0,0.0,1.0,0.0,1.0,0.0,0.0
SetupType,FAILED_BREAK_RECLAIM_SHORT,2,0.4174336113050796,0.4174336113050796,-0.15044489936967442,-0.15044489936967442,0.1494233552090397,0.1494233552090397,0.5,0.5,0.5,0.0,1.0,0.0,0.0
Direction,LONG,1,0.365483702149925,0.365483702149925,-0.0034038063064145167,-0.0034038063064145167,0.3249216769986247,0.3249216769986247,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Direction,SHORT,2,0.4174336113050796,0.4174336113050796,-0.15044489936967442,-0.15044489936967442,0.1494233552090397,0.1494233552090397,0.5,0.5,0.5,0.0,1.0,0.0,0.0
LifecycleStatus,EXPIRED,2,0.3965178813647585,0.3965178813647585,0.01009364075242627,0.01009364075242627,0.34973330100113054,0.34973330100113054,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LifecycleStatus,INVALIDATED,1,0.4073151620305673,0.4073151620305673,-0.3244808865506159,-0.3244808865506159,-0.07569821458555692,-0.07569821458555692,0.0,1.0,0.0,0.0,1.0,0.0,0.0
OutcomeStatus,FULL_HORIZON,3,0.4001169749200281,0.4073151620305673,-0.10143120168192112,-0.0034038063064145167,0.20792279580556805,0.3249216769986247,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0
