GroupType,GroupValue,SampleCount,Mean_MFE_Pct,Median_MFE_Pct,Mean_MAE_Pct,Median_MAE_Pct,Mean_CloseReturn_Pct,Median_CloseReturn_Pct,PositiveCloseReturnRate,FullHorizonRate,PartialHorizonRate,NoForwardBarsRate
CtxRelVolumeSpike_v1,0,2,0.4174336113050796,0.4174336113050796,-0.15044489936967442,-0.15044489936967442,0.1494233552090397,0.1494233552090397,0.5,1.0,0.0,0.0
CtxRelVolumeSpike_v1,1,1,0.365483702149925,0.365483702149925,-0.0034038063064145167,-0.0034038063064145167,0.3249216769986247,0.3249216769986247,1.0,1.0,0.0,0.0
CtxDeltaSpike_v1,0,2,0.4174336113050796,0.4174336113050796,-0.15044489936967442,-0.15044489936967442,0.1494233552090397,0.1494233552090397,0.5,1.0,0.0,0.0
CtxDeltaSpike_v1,1,1,0.365483702149925,0.365483702149925,-0.0034038063064145167,-0.0034038063064145167,0.3249216769986247,0.3249216769986247,1.0,1.0,0.0,0.0
CtxOISpike_v1,0,2,0.3965178813647585,0.3965178813647585,0.01009364075242627,0.01009364075242627,0.34973330100113054,0.34973330100113054,1.0,1.0,0.0,0.0
CtxOISpike_v1,1,1,0.4073151620305673,0.4073151620305673,-0.3244808865506159,-0.3244808865506159,-0.07569821458555692,-0.07569821458555692,0.0,1.0,0.0,0.0
CtxLiqSpike_v1,0,3,0.4001169749200281,0.4073151620305673,-0.10143120168192112,-0.0034038063064145167,0.20792279580556805,0.3249216769986247,0.6666666666666666,1.0,0.0,0.0
CtxWickReclaim_v1,0,2,0.4174336113050796,0.4174336113050796,-0.15044489936967442,-0.15044489936967442,0.1494233552090397,0.1494233552090397,0.5,1.0,0.0,0.0
CtxWickReclaim_v1,1,1,0.365483702149925,0.365483702149925,-0.0034038063064145167,-0.0034038063064145167,0.3249216769986247,0.3249216769986247,1.0,1.0,0.0,0.0
AbsorptionScore_v1,LOW,1,0.427552060579592,0.427552060579592,0.023591087811267057,0.023591087811267057,0.37454492500363634,0.37454492500363634,1.0,1.0,0.0,0.0
AbsorptionScore_v1,MID,1,0.4073151620305673,0.4073151620305673,-0.3244808865506159,-0.3244808865506159,-0.07569821458555692,-0.07569821458555692,0.0,1.0,0.0,0.0
AbsorptionScore_v1,HIGH,1,0.365483702149925,0.365483702149925,-0.0034038063064145167,-0.0034038063064145167,0.3249216769986247,0.3249216769986247,1.0,1.0,0.0,0.0
RelVolume_20,LOW,1,0.427552060579592,0.427552060579592,0.023591087811267057,0.023591087811267057,0.37454492500363634,0.37454492500363634,1.0,1.0,0.0,0.0
RelVolume_20,MID,1,0.4073151620305673,0.4073151620305673,-0.3244808865506159,-0.3244808865506159,-0.07569821458555692,-0.07569821458555692,0.0,1.0,0.0,0.0
RelVolume_20,HIGH,1,0.365483702149925,0.365483702149925,-0.0034038063064145167,-0.0034038063064145167,0.3249216769986247,0.3249216769986247,1.0,1.0,0.0,0.0
DeltaAbsRatio_20,LOW,1,0.427552060579592,0.427552060579592,0.023591087811267057,0.023591087811267057,0.37454492500363634,0.37454492500363634,1.0,1.0,0.0,0.0
DeltaAbsRatio_20,MID,1,0.4073151620305673,0.4073151620305673,-0.3244808865506159,-0.3244808865506159,-0.07569821458555692,-0.07569821458555692,0.0,1.0,0.0,0.0
DeltaAbsRatio_20,HIGH,1,0.365483702149925,0.365483702149925,-0.0034038063064145167,-0.0034038063064145167,0.3249216769986247,0.3249216769986247,1.0,1.0,0.0,0.0
OIChangeAbsRatio_20,LOW,1,0.427552060579592,0.427552060579592,0.023591087811267057,0.023591087811267057,0.37454492500363634,0.37454492500363634,1.0,1.0,0.0,0.0
OIChangeAbsRatio_20,MID,1,0.365483702149925,0.365483702149925,-0.0034038063064145167,-0.0034038063064145167,0.3249216769986247,0.3249216769986247,1.0,1.0,0.0,0.0
OIChangeAbsRatio_20,HIGH,1,0.4073151620305673,0.4073151620305673,-0.3244808865506159,-0.3244808865506159,-0.07569821458555692,-0.07569821458555692,0.0,1.0,0.0,0.0
