SourceReport,GroupType,GroupValue,SampleCount,Mean_CloseReturn_Pct,PositiveCloseReturnRate,Mean_MFE_Pct,Mean_MAE_Pct,Baseline_Mean_CloseReturn_Pct,Baseline_PositiveCloseReturnRate,Delta_Mean_CloseReturn_Pct,Delta_PositiveCloseReturnRate,MinSamplePassed,RankingMethod,RankingScore,RankingLabel
report,SetupType,FAILED_BREAK_RECLAIM_LONG,1,0.20972416805160538,1.0,0.22376249978730214,-0.009784291815786146,0.1979255028239046,1.0,0.011798665227700789,0.0,False,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.005459430682200399,LOW_SAMPLE
report,SetupType,FAILED_BREAK_RECLAIM_SHORT,1,0.18612683759620383,1.0,0.2362977011851589,-0.03490761494780406,0.1979255028239046,1.0,-0.011798665227700761,0.0,False,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.00284793520197702,LOW_SAMPLE
report,Direction,LONG,1,0.20972416805160538,1.0,0.22376249978730214,-0.009784291815786146,0.1979255028239046,1.0,0.011798665227700789,0.0,False,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.005459430682200399,LOW_SAMPLE
report,Direction,SHORT,1,0.18612683759620383,1.0,0.2362977011851589,-0.03490761494780406,0.1979255028239046,1.0,-0.011798665227700761,0.0,False,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.00284793520197702,LOW_SAMPLE
report,LifecycleStatus,EXPIRED,1,0.20972416805160538,1.0,0.22376249978730214,-0.009784291815786146,0.1979255028239046,1.0,0.011798665227700789,0.0,False,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.005459430682200399,LOW_SAMPLE
report,LifecycleStatus,INVALIDATED,1,0.18612683759620383,1.0,0.2362977011851589,-0.03490761494780406,0.1979255028239046,1.0,-0.011798665227700761,0.0,False,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.00284793520197702,LOW_SAMPLE
report,OutcomeStatus,FULL_HORIZON,2,0.1979255028239046,1.0,0.23003010048623052,-0.022345953381795104,0.1979255028239046,1.0,0.0,0.0,False,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.004153682942088709,LOW_SAMPLE
context_report,CtxRelVolumeSpike_v1,0,1,0.20972416805160538,1.0,0.22376249978730214,-0.009784291815786146,0.1979255028239046,1.0,0.011798665227700789,0.0,False,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.005459430682200399,LOW_SAMPLE
context_report,CtxRelVolumeSpike_v1,1,1,0.18612683759620383,1.0,0.2362977011851589,-0.03490761494780406,0.1979255028239046,1.0,-0.011798665227700761,0.0,False,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.00284793520197702,LOW_SAMPLE
context_report,CtxDeltaSpike_v1,0,1,0.20972416805160538,1.0,0.22376249978730214,-0.009784291815786146,0.1979255028239046,1.0,0.011798665227700789,0.0,False,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.005459430682200399,LOW_SAMPLE
context_report,CtxDeltaSpike_v1,1,1,0.18612683759620383,1.0,0.2362977011851589,-0.03490761494780406,0.1979255028239046,1.0,-0.011798665227700761,0.0,False,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.00284793520197702,LOW_SAMPLE
context_report,CtxOISpike_v1,0,1,0.20972416805160538,1.0,0.22376249978730214,-0.009784291815786146,0.1979255028239046,1.0,0.011798665227700789,0.0,False,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.005459430682200399,LOW_SAMPLE
context_report,CtxOISpike_v1,1,1,0.18612683759620383,1.0,0.2362977011851589,-0.03490761494780406,0.1979255028239046,1.0,-0.011798665227700761,0.0,False,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.00284793520197702,LOW_SAMPLE
context_report,CtxLiqSpike_v1,0,1,0.20972416805160538,1.0,0.22376249978730214,-0.009784291815786146,0.1979255028239046,1.0,0.011798665227700789,0.0,False,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.005459430682200399,LOW_SAMPLE
context_report,CtxLiqSpike_v1,1,1,0.18612683759620383,1.0,0.2362977011851589,-0.03490761494780406,0.1979255028239046,1.0,-0.011798665227700761,0.0,False,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.00284793520197702,LOW_SAMPLE
context_report,CtxWickReclaim_v1,0,1,0.20972416805160538,1.0,0.22376249978730214,-0.009784291815786146,0.1979255028239046,1.0,0.011798665227700789,0.0,False,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.005459430682200399,LOW_SAMPLE
context_report,CtxWickReclaim_v1,1,1,0.18612683759620383,1.0,0.2362977011851589,-0.03490761494780406,0.1979255028239046,1.0,-0.011798665227700761,0.0,False,RANKING_V1_LINEAR_DELTA_MFE_MAE,0.00284793520197702,LOW_SAMPLE
