Timestamp,EventType,Side,PriceLevel,SourceTF,ReferenceSwingTs,ReferenceSwingPrice,Confidence,MetaJson
2026-03-21 04:00:00+00:00,SWING_HIGH,up,70758.2,H1,2026-03-21 04:00:00+00:00,70758.2,,
2026-03-21 04:00:00+00:00,SWING_LOW,down,70403.2,H1,2026-03-21 04:00:00+00:00,70403.2,,
2026-03-21 04:26:00+00:00,SWEEP_UP,up,70758.2,H1,2026-03-21 04:00:00+00:00,70758.2,,
2026-03-21 04:27:00+00:00,FAILED_BREAK_UP,up,70758.2,H1,2026-03-21 04:26:00+00:00,70758.2,,
2026-03-21 06:00:00+00:00,SWING_LOW,down,70582.7,H1,2026-03-21 06:00:00+00:00,70582.7,,
2026-03-21 07:00:00+00:00,SWING_HIGH,up,70800.0,H1,2026-03-21 07:00:00+00:00,70800.0,,
2026-03-21 07:26:00+00:00,SWEEP_UP,up,70800.0,H1,2026-03-21 07:00:00+00:00,70800.0,,
2026-03-21 08:20:00+00:00,SWEEP_DOWN,down,70582.7,H1,2026-03-21 06:00:00+00:00,70582.7,,
2026-03-21 09:00:00+00:00,SWING_HIGH,up,70849.2,H1,2026-03-21 09:00:00+00:00,70849.2,,
2026-03-21 10:00:00+00:00,SWING_LOW,down,70455.6,H1,2026-03-21 10:00:00+00:00,70455.6,,
2026-03-21 12:00:00+00:00,SWING_LOW,down,70521.2,H1,2026-03-21 12:00:00+00:00,70521.2,,
2026-03-21 12:00:00+00:00,SWING_HIGH,up,70849.2,H4,2026-03-21 12:00:00+00:00,70849.2,,
2026-03-21 14:12:00+00:00,SWEEP_UP,up,70849.2,H1,2026-03-21 09:00:00+00:00,70849.2,,
2026-03-21 14:12:00+00:00,SWEEP_UP,up,70849.2,H4,2026-03-21 12:00:00+00:00,70849.2,,
2026-03-21 15:17:00+00:00,SWEEP_DOWN,down,70521.2,H1,2026-03-21 12:00:00+00:00,70521.2,,
2026-03-21 15:21:00+00:00,FAILED_BREAK_DOWN,down,70521.2,H1,2026-03-21 15:17:00+00:00,70521.2,,
2026-03-21 16:00:00+00:00,SWING_HIGH,up,71077.7,H1,2026-03-21 16:00:00+00:00,71077.7,,
2026-03-21 19:00:00+00:00,SWING_LOW,down,70163.0,H1,2026-03-21 19:00:00+00:00,70163.0,,
2026-03-21 20:00:00+00:00,SWING_HIGH,up,70504.7,H1,2026-03-21 20:00:00+00:00,70504.7,,
2026-03-21 20:00:00+00:00,SWING_HIGH,up,71077.7,H4,2026-03-21 20:00:00+00:00,71077.7,,
2026-03-21 23:00:00+00:00,SWING_HIGH,up,70482.2,H1,2026-03-21 23:00:00+00:00,70482.2,,
2026-03-21 23:13:00+00:00,SWEEP_DOWN,down,70163.0,H1,2026-03-21 19:00:00+00:00,70163.0,,
