GroupType,GroupValue,SampleCount,Mean_MFE_Pct,Median_MFE_Pct,Mean_MAE_Pct,Median_MAE_Pct,Mean_CloseReturn_Pct,Median_CloseReturn_Pct,PositiveCloseReturnRate,FullHorizonRate,PartialHorizonRate,NoForwardBarsRate
CtxRelVolumeSpike_v1,0,1,0.22376249978730214,0.22376249978730214,-0.009784291815786146,-0.009784291815786146,0.20972416805160538,0.20972416805160538,1.0,1.0,0.0,0.0
CtxRelVolumeSpike_v1,1,1,0.2362977011851589,0.2362977011851589,-0.03490761494780406,-0.03490761494780406,0.18612683759620383,0.18612683759620383,1.0,1.0,0.0,0.0
CtxDeltaSpike_v1,0,1,0.22376249978730214,0.22376249978730214,-0.009784291815786146,-0.009784291815786146,0.20972416805160538,0.20972416805160538,1.0,1.0,0.0,0.0
CtxDeltaSpike_v1,1,1,0.2362977011851589,0.2362977011851589,-0.03490761494780406,-0.03490761494780406,0.18612683759620383,0.18612683759620383,1.0,1.0,0.0,0.0
CtxOISpike_v1,0,1,0.22376249978730214,0.22376249978730214,-0.009784291815786146,-0.009784291815786146,0.20972416805160538,0.20972416805160538,1.0,1.0,0.0,0.0
CtxOISpike_v1,1,1,0.2362977011851589,0.2362977011851589,-0.03490761494780406,-0.03490761494780406,0.18612683759620383,0.18612683759620383,1.0,1.0,0.0,0.0
CtxLiqSpike_v1,0,1,0.22376249978730214,0.22376249978730214,-0.009784291815786146,-0.009784291815786146,0.20972416805160538,0.20972416805160538,1.0,1.0,0.0,0.0
CtxLiqSpike_v1,1,1,0.2362977011851589,0.2362977011851589,-0.03490761494780406,-0.03490761494780406,0.18612683759620383,0.18612683759620383,1.0,1.0,0.0,0.0
CtxWickReclaim_v1,0,1,0.22376249978730214,0.22376249978730214,-0.009784291815786146,-0.009784291815786146,0.20972416805160538,0.20972416805160538,1.0,1.0,0.0,0.0
CtxWickReclaim_v1,1,1,0.2362977011851589,0.2362977011851589,-0.03490761494780406,-0.03490761494780406,0.18612683759620383,0.18612683759620383,1.0,1.0,0.0,0.0
