GroupType,GroupValue,SampleCount,Mean_MFE_Pct,Median_MFE_Pct,Mean_MAE_Pct,Median_MAE_Pct,Mean_CloseReturn_Pct,Median_CloseReturn_Pct,PositiveCloseReturnRate,InvalidatedRate,ExpiredRate,PendingRate,FullHorizonRate,PartialHorizonRate,NoForwardBarsRate
overall,ALL,2,0.23003010048623052,0.23003010048623052,-0.022345953381795104,-0.022345953381795104,0.1979255028239046,0.1979255028239046,1.0,0.5,0.5,0.0,1.0,0.0,0.0
SetupType,FAILED_BREAK_RECLAIM_LONG,1,0.22376249978730214,0.22376249978730214,-0.009784291815786146,-0.009784291815786146,0.20972416805160538,0.20972416805160538,1.0,0.0,1.0,0.0,1.0,0.0,0.0
SetupType,FAILED_BREAK_RECLAIM_SHORT,1,0.2362977011851589,0.2362977011851589,-0.03490761494780406,-0.03490761494780406,0.18612683759620383,0.18612683759620383,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Direction,LONG,1,0.22376249978730214,0.22376249978730214,-0.009784291815786146,-0.009784291815786146,0.20972416805160538,0.20972416805160538,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Direction,SHORT,1,0.2362977011851589,0.2362977011851589,-0.03490761494780406,-0.03490761494780406,0.18612683759620383,0.18612683759620383,1.0,1.0,0.0,0.0,1.0,0.0,0.0
LifecycleStatus,EXPIRED,1,0.22376249978730214,0.22376249978730214,-0.009784291815786146,-0.009784291815786146,0.20972416805160538,0.20972416805160538,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LifecycleStatus,INVALIDATED,1,0.2362977011851589,0.2362977011851589,-0.03490761494780406,-0.03490761494780406,0.18612683759620383,0.18612683759620383,1.0,1.0,0.0,0.0,1.0,0.0,0.0
OutcomeStatus,FULL_HORIZON,2,0.23003010048623052,0.23003010048623052,-0.022345953381795104,-0.022345953381795104,0.1979255028239046,0.1979255028239046,1.0,0.5,0.5,0.0,1.0,0.0,0.0
