candidate_event_id,candidate_id,symbol,timeframe,side,setup_timestamp,entry_timestamp,entry_price,stop_price,exit_rule_id,source_analyzer_run,source_sidecar_file,rule_version,feature_snapshot_hash,eligible_reason,source_setup_id,original_setup_timestamp,reference_event_timestamp,reference_level,target_price,risk_distance,take_profit_r,expiry_bars
e68f8bd8d9ce0a9c3f425898,CAND_SHORT_CTX_SPIKE_GE2_ENTRY_DELAY_1,BTCUSDT,H1_H2_CONTEXT_M1_REPLAY,SHORT,2026-05-05T05:40:00+00:00,2026-05-05T05:41:00+00:00,80871.0,80940.0,FIXED_R_MULTIPLE_1.5_OR_EXPIRY_12_BARS,2026-05-05_to_2026-05-05_run_001,research/results/short_reclaim_timing_survival_diagnostic_trades_2026-05-03.csv,SPRINT03_CTX_GE2_ENTRY_DELAY_1_V1,06573e279915e89ec3a8f7dbdc78f08b4e19b08a4c6b8820387f51b73a727f5c,ctx_spike_count>=2;entry_delay_1;no_future_labels,0487a2eb5a5db8181a628e5e,2026-05-05T05:39:00+00:00,2026-05-05T05:38:00+00:00,80940.0,80767.5,69.0,1.5,12
c0bd94a3f2018b42ad459595,CAND_SHORT_CTX_SPIKE_GE2_ENTRY_DELAY_1,BTCUSDT,H1_H2_CONTEXT_M1_REPLAY,SHORT,2026-05-05T10:38:00+00:00,2026-05-05T10:39:00+00:00,80807.0,80824.0,FIXED_R_MULTIPLE_1.5_OR_EXPIRY_12_BARS,2026-05-05_to_2026-05-05_run_001,research/results/short_reclaim_timing_survival_diagnostic_trades_2026-05-03.csv,SPRINT03_CTX_GE2_ENTRY_DELAY_1_V1,ff0c824688f8ff0db84209ea44fc7ed1740998fae255e006e852b62ebfcc6227,ctx_spike_count>=2;entry_delay_1;no_future_labels,e10960f0c253ff1f1ad48421,2026-05-05T10:37:00+00:00,2026-05-05T10:34:00+00:00,80824.0,80781.5,17.0,1.5,12
d3c77aac23ddb7d21a173889,CAND_SHORT_CTX_SPIKE_GE2_ENTRY_DELAY_1,BTCUSDT,H1_H2_CONTEXT_M1_REPLAY,SHORT,2026-05-05T12:38:00+00:00,2026-05-05T12:39:00+00:00,80768.0,80783.5,FIXED_R_MULTIPLE_1.5_OR_EXPIRY_12_BARS,2026-05-05_to_2026-05-05_run_001,research/results/short_reclaim_timing_survival_diagnostic_trades_2026-05-03.csv,SPRINT03_CTX_GE2_ENTRY_DELAY_1_V1,1e6c94e4e14c6c613f1203fe2ad1ea866439a29e03475246111e0e6b3d90fb82,ctx_spike_count>=2;entry_delay_1;no_future_labels,a6d5064ba45143d328489738,2026-05-05T12:37:00+00:00,2026-05-05T12:34:00+00:00,80783.5,80744.75,15.5,1.5,12
b4917f36afba3f6baf1c8ee2,CAND_SHORT_CTX_SPIKE_GE2_ENTRY_DELAY_1,BTCUSDT,H1_H2_CONTEXT_M1_REPLAY,SHORT,2026-05-05T13:17:00+00:00,2026-05-05T13:18:00+00:00,80901.0,80902.41,FIXED_R_MULTIPLE_1.5_OR_EXPIRY_12_BARS,2026-05-05_to_2026-05-05_run_001,research/results/short_reclaim_timing_survival_diagnostic_trades_2026-05-03.csv,SPRINT03_CTX_GE2_ENTRY_DELAY_1_V1,8cdf4cb614c08b7d3b8866d7036b799b7a9da9cb8de52b44cef3b54b5ca36fe6,ctx_spike_count>=2;entry_delay_1;no_future_labels,65622a0977e3f73877bae01d,2026-05-05T13:16:00+00:00,2026-05-05T13:14:00+00:00,80902.41,80898.885,1.41,1.5,12
365a63a91b5d2b31f1950bd5,CAND_SHORT_CTX_SPIKE_GE2_ENTRY_DELAY_1,BTCUSDT,H1_H2_CONTEXT_M1_REPLAY,SHORT,2026-05-05T21:35:00+00:00,2026-05-05T21:36:00+00:00,81590.0,81601.05,FIXED_R_MULTIPLE_1.5_OR_EXPIRY_12_BARS,2026-05-05_to_2026-05-05_run_001,research/results/short_reclaim_timing_survival_diagnostic_trades_2026-05-03.csv,SPRINT03_CTX_GE2_ENTRY_DELAY_1_V1,a8e48e914d0f2330442e4c08d4fb02d9e0f9a8becc8a73af79bb45c0b8f00024,ctx_spike_count>=2;entry_delay_1;no_future_labels,db9bfaddc81920f855fcae04,2026-05-05T21:34:00+00:00,2026-05-05T21:33:00+00:00,81601.05,81573.425,11.05,1.5,12
d9eed2ed38f64f3ab8f595bc,CAND_SHORT_CTX_SPIKE_GE2_ENTRY_DELAY_1,BTCUSDT,H1_H2_CONTEXT_M1_REPLAY,SHORT,2026-05-05T22:05:00+00:00,2026-05-05T22:06:00+00:00,81702.0,81712.0,FIXED_R_MULTIPLE_1.5_OR_EXPIRY_12_BARS,2026-05-05_to_2026-05-05_run_001,research/results/short_reclaim_timing_survival_diagnostic_trades_2026-05-03.csv,SPRINT03_CTX_GE2_ENTRY_DELAY_1_V1,bb796af6aee73659107a9a0243ef9124dc8ce053ddef745a4700086e64fdefa4,ctx_spike_count>=2;entry_delay_1;no_future_labels,1106a5daa066c79dd7ae9270,2026-05-05T22:04:00+00:00,2026-05-05T22:04:00+00:00,81712.0,81687.0,10.0,1.5,12
56061795524d826e6f269dbd,CAND_SHORT_CTX_SPIKE_GE2_ENTRY_DELAY_1,BTCUSDT,H1_H2_CONTEXT_M1_REPLAY,SHORT,2026-05-06T00:30:00+00:00,2026-05-06T00:31:00+00:00,81439.0,81480.0,FIXED_R_MULTIPLE_1.5_OR_EXPIRY_12_BARS,2026-05-06_to_2026-05-06_run_001,research/results/short_reclaim_timing_survival_diagnostic_trades_2026-05-03.csv,SPRINT03_CTX_GE2_ENTRY_DELAY_1_V1,2f89b5d794b608c15599bc82067de10d82c59d7c32024462a201aeb25eb70811,ctx_spike_count>=2;entry_delay_1;no_future_labels,ecf1838394a736e8b63f446c,2026-05-06T00:29:00+00:00,2026-05-06T00:27:00+00:00,81480.0,81377.5,41.0,1.5,12
9dcab3738693532a144683c1,CAND_SHORT_CTX_SPIKE_GE2_ENTRY_DELAY_1,BTCUSDT,H1_H2_CONTEXT_M1_REPLAY,SHORT,2026-05-06T03:20:00+00:00,2026-05-06T03:21:00+00:00,81288.0,81293.07,FIXED_R_MULTIPLE_1.5_OR_EXPIRY_12_BARS,2026-05-06_to_2026-05-06_run_001,research/results/short_reclaim_timing_survival_diagnostic_trades_2026-05-03.csv,SPRINT03_CTX_GE2_ENTRY_DELAY_1_V1,a4ede605f5b8650bc8d680e38976f90a4b2ee981be4f7215dedefeb91d8994ed,ctx_spike_count>=2;entry_delay_1;no_future_labels,ef4f93a5db7fdc334a317692,2026-05-06T03:19:00+00:00,2026-05-06T03:18:00+00:00,81293.07,81280.395,5.07,1.5,12
618cd77688b690341af30add,CAND_SHORT_CTX_SPIKE_GE2_ENTRY_DELAY_1,BTCUSDT,H1_H2_CONTEXT_M1_REPLAY,SHORT,2026-05-06T07:40:00+00:00,2026-05-06T07:41:00+00:00,81068.0,81102.62,FIXED_R_MULTIPLE_1.5_OR_EXPIRY_12_BARS,2026-05-06_to_2026-05-06_run_001,research/results/short_reclaim_timing_survival_diagnostic_trades_2026-05-03.csv,SPRINT03_CTX_GE2_ENTRY_DELAY_1_V1,c0a61b05ea97692e7315874952944b1b66d910bf590113a69fb60bc3a8d30970,ctx_spike_count>=2;entry_delay_1;no_future_labels,7b93e0005b808a0dbdf92e21,2026-05-06T07:39:00+00:00,2026-05-06T07:37:00+00:00,81102.62,81016.07,34.62,1.5,12
01368b0c31c37a4feb4e52eb,CAND_SHORT_CTX_SPIKE_GE2_ENTRY_DELAY_1,BTCUSDT,H1_H2_CONTEXT_M1_REPLAY,SHORT,2026-05-06T10:39:00+00:00,2026-05-06T10:40:00+00:00,81690.0,81761.0,FIXED_R_MULTIPLE_1.5_OR_EXPIRY_12_BARS,2026-05-06_to_2026-05-06_run_001,research/results/short_reclaim_timing_survival_diagnostic_trades_2026-05-03.csv,SPRINT03_CTX_GE2_ENTRY_DELAY_1_V1,6e0ab436fc5c24e7c4109f41e21b05235ec32fbce06bacf8cfccbafd7f717079,ctx_spike_count>=2;entry_delay_1;no_future_labels,7bc1ef999b50cf1d18a4ba11,2026-05-06T10:38:00+00:00,2026-05-06T10:38:00+00:00,81761.0,81583.5,71.0,1.5,12
