family,side,horizon,vwap_bp_bucket,surface_type,events,independent_days,max_day_count,max_day_share,mean_return_bp,median_return_bp,positive_rate,net_bp_after_0_00015,net_bp_after_0_00020,avg_MFE,avg_MAE,MFE_MAE_ratio,max_session_share,session_distribution,no_lookahead_predicates,verdict,verdict_reason,rejection_strength_bucket,volume_bucket
VWAP_DEVIATION_REVERSION,LONG,24,VWAP_60_100BP,vwap_bucket_only,454,42,37,0.081498,4.199599,4.763715,0.588106,2.699599,2.199599,17.806461,-11.052736,1.611046,0.442731,"{""ASIA"": 39, ""LATE_US"": 110, ""LONDON"": 104, ""US"": 201}",True,NEEDS_REPLAY_SPEC,passes_repaired_replay_spec_gate,,
VWAP_DEVIATION_REVERSION,SHORT,3,VWAP_60_100BP,vwap_bucket_only,508,49,41,0.080709,4.037075,3.439792,0.663386,2.537075,2.037075,18.859005,-10.535366,1.790066,0.362205,"{""ASIA"": 69, ""LATE_US"": 134, ""LONDON"": 121, ""US"": 184}",True,NEEDS_REPLAY_SPEC,passes_repaired_replay_spec_gate,,
VWAP_DEVIATION_REVERSION,SHORT,3,VWAP_45_60BP,vwap_bucket_only,426,54,19,0.044601,3.878103,2.753351,0.678404,2.378103,1.878103,17.406504,-8.235145,2.113685,0.305164,"{""ASIA"": 88, ""LATE_US"": 98, ""LONDON"": 110, ""US"": 130}",True,NEEDS_REPLAY_SPEC,passes_repaired_replay_spec_gate,,
VWAP_DEVIATION_REVERSION,LONG,3,VWAP_45_60BP,vwap_bucket_only,371,52,19,0.051213,3.834727,3.61207,0.665768,2.334727,1.834727,18.180707,-7.810853,2.327621,0.301887,"{""ASIA"": 99, ""LATE_US"": 50, ""LONDON"": 112, ""US"": 110}",True,NEEDS_REPLAY_SPEC,passes_repaired_replay_spec_gate,,
VWAP_DEVIATION_REVERSION,LONG,3,VWAP_60_100BP,vwap_bucket_only,454,42,37,0.081498,3.450704,3.21127,0.645374,1.950704,1.450704,17.806461,-11.052736,1.611046,0.442731,"{""ASIA"": 39, ""LATE_US"": 110, ""LONDON"": 104, ""US"": 201}",True,NEEDS_REPLAY_SPEC,passes_repaired_replay_spec_gate,,
VWAP_DEVIATION_REVERSION,LONG,60,VWAP_GE_200BP,vwap_bucket_only,23,5,10,0.434783,43.180121,37.038731,0.913043,41.680121,41.180121,71.061397,-22.801228,3.11656,0.695652,"{""LATE_US"": 5, ""LONDON"": 2, ""US"": 16}",True,REJECT_SURFACE,events_below_50;independent_days_below_15;day_concentration_above_0_15,,
VWAP_DEVIATION_REVERSION,LONG,24,VWAP_GE_200BP,vwap_bucket_only,23,5,10,0.434783,33.82544,30.342245,0.869565,32.32544,31.82544,42.156171,-11.626312,3.625928,0.695652,"{""LATE_US"": 5, ""LONDON"": 2, ""US"": 16}",True,REJECT_SURFACE,events_below_50;independent_days_below_15;day_concentration_above_0_15,,
VWAP_DEVIATION_REVERSION,LONG,12,VWAP_GE_200BP,vwap_bucket_only,23,5,10,0.434783,26.523577,27.89841,0.826087,25.023577,24.523577,42.156171,-11.626312,3.625928,0.695652,"{""LATE_US"": 5, ""LONDON"": 2, ""US"": 16}",True,REJECT_SURFACE,events_below_50;independent_days_below_15;day_concentration_above_0_15,,
VWAP_DEVIATION_REVERSION,LONG,6,VWAP_GE_200BP,vwap_bucket_only,23,5,10,0.434783,17.838025,15.526493,0.782609,16.338025,15.838025,42.156171,-11.626312,3.625928,0.695652,"{""LATE_US"": 5, ""LONDON"": 2, ""US"": 16}",True,REJECT_SURFACE,events_below_50;independent_days_below_15;day_concentration_above_0_15,,
VWAP_DEVIATION_REVERSION,SHORT,60,VWAP_GE_200BP,vwap_bucket_only,45,6,11,0.244444,15.233992,13.870016,0.6,13.733992,13.233992,78.805824,-63.797602,1.235247,0.466667,"{""LATE_US"": 20, ""LONDON"": 4, ""US"": 21}",True,REJECT_SURFACE,events_below_50;independent_days_below_15;day_concentration_above_0_15,,
VWAP_DEVIATION_REVERSION,LONG,3,VWAP_GE_200BP,vwap_bucket_only,23,5,10,0.434783,12.165433,11.092514,0.826087,10.665433,10.165433,42.156171,-11.626312,3.625928,0.695652,"{""LATE_US"": 5, ""LONDON"": 2, ""US"": 16}",True,REJECT_SURFACE,events_below_50;independent_days_below_15;day_concentration_above_0_15,,
VWAP_DEVIATION_REVERSION,SHORT,24,VWAP_GE_200BP,vwap_bucket_only,45,6,11,0.244444,9.487571,9.241657,0.533333,7.987571,7.487571,34.929151,-29.002496,1.20435,0.466667,"{""LATE_US"": 20, ""LONDON"": 4, ""US"": 21}",True,REJECT_SURFACE,events_below_50;independent_days_below_15;day_concentration_above_0_15,,
VWAP_DEVIATION_REVERSION,SHORT,3,VWAP_GE_200BP,vwap_bucket_only,45,6,11,0.244444,7.622078,9.046767,0.666667,6.122078,5.622078,34.929151,-29.002496,1.20435,0.466667,"{""LATE_US"": 20, ""LONDON"": 4, ""US"": 21}",True,REJECT_SURFACE,events_below_50;independent_days_below_15;day_concentration_above_0_15,,
VWAP_DEVIATION_REVERSION,SHORT,12,VWAP_GE_200BP,vwap_bucket_only,45,6,11,0.244444,5.742573,6.28506,0.577778,4.242573,3.742573,34.929151,-29.002496,1.20435,0.466667,"{""LATE_US"": 20, ""LONDON"": 4, ""US"": 21}",True,REJECT_SURFACE,events_below_50;independent_days_below_15;day_concentration_above_0_15,,
VWAP_DEVIATION_REVERSION,SHORT,6,VWAP_GE_200BP,vwap_bucket_only,45,6,11,0.244444,4.062675,7.498018,0.6,2.562675,2.062675,34.929151,-29.002496,1.20435,0.466667,"{""LATE_US"": 20, ""LONDON"": 4, ""US"": 21}",True,REJECT_SURFACE,events_below_50;independent_days_below_15;day_concentration_above_0_15,,
EXHAUSTION_REVERSAL,SHORT,24,,rejection_bucket_only,100,45,5,0.05,11.420775,13.41967,0.68,9.920775,9.420775,24.617292,-16.945733,1.452713,0.4,"{""ASIA"": 22, ""LATE_US"": 19, ""LONDON"": 19, ""US"": 40}",True,NEEDS_REPLAY_SPEC,passes_repaired_replay_spec_gate,STRONG_GE_0_45,
EXHAUSTION_REVERSAL,SHORT,12,,rejection_bucket_only,100,45,5,0.05,10.227355,11.190435,0.7,8.727355,8.227355,24.617292,-16.945733,1.452713,0.4,"{""ASIA"": 22, ""LATE_US"": 19, ""LONDON"": 19, ""US"": 40}",True,NEEDS_REPLAY_SPEC,passes_repaired_replay_spec_gate,STRONG_GE_0_45,
EXHAUSTION_REVERSAL,SHORT,60,,rejection_bucket_only,100,45,5,0.05,9.02153,9.53217,0.64,7.52153,7.02153,49.735514,-39.811282,1.249282,0.4,"{""ASIA"": 22, ""LATE_US"": 19, ""LONDON"": 19, ""US"": 40}",True,NEEDS_REPLAY_SPEC,passes_repaired_replay_spec_gate,STRONG_GE_0_45,
EXHAUSTION_REVERSAL,SHORT,6,,rejection_bucket_only,100,45,5,0.05,6.970833,6.593009,0.65,5.470833,4.970833,24.617292,-16.945733,1.452713,0.4,"{""ASIA"": 22, ""LATE_US"": 19, ""LONDON"": 19, ""US"": 40}",True,NEEDS_REPLAY_SPEC,passes_repaired_replay_spec_gate,STRONG_GE_0_45,
EXHAUSTION_REVERSAL,SHORT,3,,rejection_bucket_only,100,45,5,0.05,4.422574,4.266486,0.67,2.922574,2.422574,24.617292,-16.945733,1.452713,0.4,"{""ASIA"": 22, ""LATE_US"": 19, ""LONDON"": 19, ""US"": 40}",True,NEEDS_REPLAY_SPEC,passes_repaired_replay_spec_gate,STRONG_GE_0_45,
EXHAUSTION_REVERSAL,LONG,3,,rejection_bucket_only,1,1,1,1.0,24.507246,24.507246,1.0,23.007246,22.507246,28.117059,-4.145645,6.782312,1.0,"{""US"": 1}",True,REJECT_SURFACE,events_below_50;independent_days_below_15;day_concentration_above_0_15;session_concentration_above_0_75,LOW_LT_0_25,
EXHAUSTION_REVERSAL,LONG,24,,rejection_bucket_only,1,1,1,1.0,15.849335,15.849335,1.0,14.349335,13.849335,28.117059,-4.145645,6.782312,1.0,"{""US"": 1}",True,REJECT_SURFACE,events_below_50;independent_days_below_15;day_concentration_above_0_15;session_concentration_above_0_75,LOW_LT_0_25,
EXHAUSTION_REVERSAL,LONG,6,,rejection_bucket_only,1,1,1,1.0,13.621404,13.621404,1.0,12.121404,11.621404,28.117059,-4.145645,6.782312,1.0,"{""US"": 1}",True,REJECT_SURFACE,events_below_50;independent_days_below_15;day_concentration_above_0_15;session_concentration_above_0_75,LOW_LT_0_25,
EXHAUSTION_REVERSAL,SHORT,6,,rejection_bucket_only,3,3,1,0.333333,6.27654,8.553625,1.0,4.77654,4.27654,17.942126,-17.697208,1.013839,0.666667,"{""LATE_US"": 2, ""US"": 1}",True,REJECT_SURFACE,events_below_50;independent_days_below_15;day_concentration_above_0_15,LOW_LT_0_25,
EXHAUSTION_REVERSAL,LONG,12,,rejection_bucket_only,1,1,1,1.0,5.132703,5.132703,1.0,3.632703,3.132703,28.117059,-4.145645,6.782312,1.0,"{""US"": 1}",True,REJECT_SURFACE,events_below_50;independent_days_below_15;day_concentration_above_0_15;session_concentration_above_0_75,LOW_LT_0_25,
EXHAUSTION_REVERSAL,LONG,60,,rejection_bucket_only,1,1,1,1.0,0.380722,0.380722,1.0,-1.119278,-1.619278,28.117059,-13.973925,2.012109,1.0,"{""US"": 1}",True,REJECT_SURFACE,events_below_50;independent_days_below_15;cost_0_00015_kills_edge;day_concentration_above_0_15;session_concentration_above_0_75,LOW_LT_0_25,
EXHAUSTION_REVERSAL,SHORT,3,,rejection_bucket_only,3,3,1,0.333333,-0.534778,3.144323,0.666667,-2.034778,-2.534778,17.942126,-17.697208,1.013839,0.666667,"{""LATE_US"": 2, ""US"": 1}",True,REJECT_SURFACE,events_below_50;independent_days_below_15;cost_0_00015_kills_edge;day_concentration_above_0_15,LOW_LT_0_25,
EXHAUSTION_REVERSAL,SHORT,24,,rejection_bucket_only,3,3,1,0.333333,-3.312397,16.294522,0.666667,-4.812397,-5.312397,17.942126,-17.697208,1.013839,0.666667,"{""LATE_US"": 2, ""US"": 1}",True,REJECT_SURFACE,events_below_50;independent_days_below_15;cost_0_00015_kills_edge;day_concentration_above_0_15,LOW_LT_0_25,
EXHAUSTION_REVERSAL,SHORT,12,,rejection_bucket_only,3,3,1,0.333333,-6.130644,4.468193,0.666667,-7.630644,-8.130644,17.942126,-17.697208,1.013839,0.666667,"{""LATE_US"": 2, ""US"": 1}",True,REJECT_SURFACE,events_below_50;independent_days_below_15;cost_0_00015_kills_edge;day_concentration_above_0_15,LOW_LT_0_25,
EXHAUSTION_REVERSAL,SHORT,60,,rejection_bucket_only,3,3,1,0.333333,-10.963545,-36.270378,0.333333,-12.463545,-12.963545,26.836233,-56.730468,0.473048,0.666667,"{""LATE_US"": 2, ""US"": 1}",True,REJECT_SURFACE,events_below_50;independent_days_below_15;median_return_non_positive;positive_rate_below_0_53;cost_0_00015_kills_edge;day_concentration_above_0_15;mfe_mae_ratio_below_0_8,LOW_LT_0_25,
EXHAUSTION_REVERSAL,SHORT,24,,rejection_bucket_only,78,36,6,0.076923,16.139499,16.517527,0.74359,14.639499,14.139499,29.201507,-12.554616,2.325958,0.397436,"{""ASIA"": 21, ""LATE_US"": 12, ""LONDON"": 14, ""US"": 31}",True,WATCH_SURFACE,watch_surface_below_replay_spec_gate,MID_0_25_0_45,
EXHAUSTION_REVERSAL,SHORT,12,,rejection_bucket_only,78,36,6,0.076923,14.4816,12.38677,0.769231,12.9816,12.4816,29.201507,-12.554616,2.325958,0.397436,"{""ASIA"": 21, ""LATE_US"": 12, ""LONDON"": 14, ""US"": 31}",True,WATCH_SURFACE,watch_surface_below_replay_spec_gate,MID_0_25_0_45,
EXHAUSTION_REVERSAL,LONG,60,,rejection_bucket_only,71,37,5,0.070423,12.669108,16.834851,0.676056,11.169108,10.669108,44.437207,-31.469241,1.412084,0.394366,"{""ASIA"": 21, ""LATE_US"": 8, ""LONDON"": 14, ""US"": 28}",True,WATCH_SURFACE,watch_surface_below_replay_spec_gate,MID_0_25_0_45,
EXHAUSTION_REVERSAL,SHORT,60,,rejection_bucket_only,78,36,6,0.076923,11.516448,17.820191,0.628205,10.016448,9.516448,55.078392,-38.572897,1.427904,0.397436,"{""ASIA"": 21, ""LATE_US"": 12, ""LONDON"": 14, ""US"": 31}",True,WATCH_SURFACE,watch_surface_below_replay_spec_gate,MID_0_25_0_45,
EXHAUSTION_REVERSAL,SHORT,6,,rejection_bucket_only,78,36,6,0.076923,11.151871,11.394742,0.794872,9.651871,9.151871,29.201507,-12.554616,2.325958,0.397436,"{""ASIA"": 21, ""LATE_US"": 12, ""LONDON"": 14, ""US"": 31}",True,WATCH_SURFACE,watch_surface_below_replay_spec_gate,MID_0_25_0_45,
EXHAUSTION_REVERSAL,LONG,24,,rejection_bucket_only,71,37,5,0.070423,10.305771,9.160842,0.690141,8.805771,8.305771,23.935197,-15.465487,1.547652,0.394366,"{""ASIA"": 21, ""LATE_US"": 8, ""LONDON"": 14, ""US"": 28}",True,WATCH_SURFACE,watch_surface_below_replay_spec_gate,MID_0_25_0_45,
EXHAUSTION_REVERSAL,SHORT,3,,rejection_bucket_only,78,36,6,0.076923,10.010424,9.470345,0.807692,8.510424,8.010424,29.201507,-12.554616,2.325958,0.397436,"{""ASIA"": 21, ""LATE_US"": 12, ""LONDON"": 14, ""US"": 31}",True,WATCH_SURFACE,watch_surface_below_replay_spec_gate,MID_0_25_0_45,
EXHAUSTION_REVERSAL,LONG,12,,rejection_bucket_only,71,37,5,0.070423,8.330897,5.625135,0.746479,6.830897,6.330897,23.935197,-15.465487,1.547652,0.394366,"{""ASIA"": 21, ""LATE_US"": 8, ""LONDON"": 14, ""US"": 28}",True,WATCH_SURFACE,watch_surface_below_replay_spec_gate,MID_0_25_0_45,
EXHAUSTION_REVERSAL,LONG,12,,rejection_bucket_only,89,39,10,0.11236,8.070338,10.408987,0.662921,6.570338,6.070338,25.012979,-20.660433,1.210671,0.438202,"{""ASIA"": 19, ""LATE_US"": 12, ""LONDON"": 19, ""US"": 39}",True,WATCH_SURFACE,watch_surface_below_replay_spec_gate,STRONG_GE_0_45,
EXHAUSTION_REVERSAL,LONG,60,,rejection_bucket_only,89,39,10,0.11236,7.517908,7.625343,0.640449,6.017908,5.517908,43.919772,-41.532147,1.057489,0.438202,"{""ASIA"": 19, ""LATE_US"": 12, ""LONDON"": 19, ""US"": 39}",True,WATCH_SURFACE,watch_surface_below_replay_spec_gate,STRONG_GE_0_45,
EXHAUSTION_REVERSAL,LONG,6,,rejection_bucket_only,71,37,5,0.070423,7.165371,9.408101,0.732394,5.665371,5.165371,23.935197,-15.465487,1.547652,0.394366,"{""ASIA"": 21, ""LATE_US"": 8, ""LONDON"": 14, ""US"": 28}",True,WATCH_SURFACE,watch_surface_below_replay_spec_gate,MID_0_25_0_45,
EXHAUSTION_REVERSAL,LONG,24,,rejection_bucket_only,89,39,10,0.11236,5.356444,10.282064,0.651685,3.856444,3.356444,25.012979,-20.660433,1.210671,0.438202,"{""ASIA"": 19, ""LATE_US"": 12, ""LONDON"": 19, ""US"": 39}",True,WATCH_SURFACE,watch_surface_below_replay_spec_gate,STRONG_GE_0_45,
EXHAUSTION_REVERSAL,LONG,3,,rejection_bucket_only,71,37,5,0.070423,4.33215,8.113914,0.732394,2.83215,2.33215,23.935197,-15.465487,1.547652,0.394366,"{""ASIA"": 21, ""LATE_US"": 8, ""LONDON"": 14, ""US"": 28}",True,WATCH_SURFACE,watch_surface_below_replay_spec_gate,MID_0_25_0_45,
EXHAUSTION_REVERSAL,LONG,6,,rejection_bucket_only,89,39,10,0.11236,3.983607,6.778426,0.629213,2.483607,1.983607,25.012979,-20.660433,1.210671,0.438202,"{""ASIA"": 19, ""LATE_US"": 12, ""LONDON"": 19, ""US"": 39}",True,WATCH_SURFACE,watch_surface_below_replay_spec_gate,STRONG_GE_0_45,
EXHAUSTION_REVERSAL,LONG,3,,rejection_bucket_only,89,39,10,0.11236,3.270655,3.336237,0.58427,1.770655,1.270655,25.012979,-20.660433,1.210671,0.438202,"{""ASIA"": 19, ""LATE_US"": 12, ""LONDON"": 19, ""US"": 39}",True,WATCH_SURFACE,watch_surface_below_replay_spec_gate,STRONG_GE_0_45,
VWAP_DEVIATION_REVERSION,SHORT,60,,volume_bucket_only,166,45,10,0.060241,14.939985,13.88144,0.638554,13.439985,12.939985,46.331953,-30.532583,1.517459,0.379518,"{""ASIA"": 24, ""LATE_US"": 51, ""LONDON"": 28, ""US"": 63}",True,NEEDS_REPLAY_SPEC,passes_repaired_replay_spec_gate,,Q90_95
EXHAUSTION_REVERSAL,SHORT,24,,volume_bucket_only,144,54,7,0.048611,14.788867,14.626353,0.722222,13.288867,12.788867,26.748967,-14.279711,1.873215,0.354167,"{""ASIA"": 37, ""LATE_US"": 28, ""LONDON"": 28, ""US"": 51}",True,NEEDS_REPLAY_SPEC,passes_repaired_replay_spec_gate,,Q95_PLUS
EXHAUSTION_REVERSAL,SHORT,12,,volume_bucket_only,144,54,7,0.048611,12.05092,11.622109,0.722222,10.55092,10.05092,26.748967,-14.279711,1.873215,0.354167,"{""ASIA"": 37, ""LATE_US"": 28, ""LONDON"": 28, ""US"": 51}",True,NEEDS_REPLAY_SPEC,passes_repaired_replay_spec_gate,,Q95_PLUS
VWAP_DEVIATION_REVERSION,LONG,24,,volume_bucket_only,172,45,12,0.069767,10.914598,10.971698,0.69186,9.414598,8.914598,20.853622,-11.081826,1.881786,0.331395,"{""ASIA"": 27, ""LATE_US"": 42, ""LONDON"": 46, ""US"": 57}",True,NEEDS_REPLAY_SPEC,passes_repaired_replay_spec_gate,,Q90_95
VWAP_DEVIATION_REVERSION,LONG,60,,volume_bucket_only,172,45,12,0.069767,10.730175,8.763211,0.651163,9.230175,8.730175,41.401399,-28.298985,1.462999,0.331395,"{""ASIA"": 27, ""LATE_US"": 42, ""LONDON"": 46, ""US"": 57}",True,NEEDS_REPLAY_SPEC,passes_repaired_replay_spec_gate,,Q90_95
VWAP_DEVIATION_REVERSION,LONG,60,,volume_bucket_only,460,44,25,0.054348,10.495988,8.524302,0.597826,8.995988,8.495988,40.998363,-25.517438,1.60668,0.452174,"{""ASIA"": 56, ""LATE_US"": 114, ""LONDON"": 82, ""US"": 208}",True,NEEDS_REPLAY_SPEC,passes_repaired_replay_spec_gate,,BELOW_Q75
VWAP_DEVIATION_REVERSION,LONG,24,,volume_bucket_only,460,44,25,0.054348,9.902881,6.810485,0.658696,8.402881,7.902881,19.850019,-8.415414,2.358769,0.452174,"{""ASIA"": 56, ""LATE_US"": 114, ""LONDON"": 82, ""US"": 208}",True,NEEDS_REPLAY_SPEC,passes_repaired_replay_spec_gate,,BELOW_Q75
EXHAUSTION_REVERSAL,SHORT,6,,volume_bucket_only,144,54,7,0.048611,9.565725,8.792533,0.722222,8.065725,7.565725,26.748967,-14.279711,1.873215,0.354167,"{""ASIA"": 37, ""LATE_US"": 28, ""LONDON"": 28, ""US"": 51}",True,NEEDS_REPLAY_SPEC,passes_repaired_replay_spec_gate,,Q95_PLUS
VWAP_DEVIATION_REVERSION,SHORT,60,,volume_bucket_only,327,50,21,0.06422,9.030748,10.300153,0.626911,7.530748,7.030748,42.077852,-29.025923,1.449665,0.412844,"{""ASIA"": 41, ""LATE_US"": 87, ""LONDON"": 64, ""US"": 135}",True,NEEDS_REPLAY_SPEC,passes_repaired_replay_spec_gate,,Q75_90
VWAP_DEVIATION_REVERSION,SHORT,24,,volume_bucket_only,319,53,17,0.053292,8.830329,9.346195,0.667712,7.330329,6.830329,21.888409,-13.587303,1.610946,0.341693,"{""ASIA"": 46, ""LATE_US"": 86, ""LONDON"": 78, ""US"": 109}",True,NEEDS_REPLAY_SPEC,passes_repaired_replay_spec_gate,,Q95_PLUS
VWAP_DEVIATION_REVERSION,LONG,12,,volume_bucket_only,172,45,12,0.069767,8.816183,8.054645,0.72093,7.316183,6.816183,20.853622,-11.081826,1.881786,0.331395,"{""ASIA"": 27, ""LATE_US"": 42, ""LONDON"": 46, ""US"": 57}",True,NEEDS_REPLAY_SPEC,passes_repaired_replay_spec_gate,,Q90_95
VWAP_DEVIATION_REVERSION,SHORT,24,,volume_bucket_only,166,45,10,0.060241,8.362658,9.237121,0.626506,6.862658,6.362658,19.302876,-12.552628,1.537756,0.379518,"{""ASIA"": 24, ""LATE_US"": 51, ""LONDON"": 28, ""US"": 63}",True,NEEDS_REPLAY_SPEC,passes_repaired_replay_spec_gate,,Q90_95
