surface_id,family,side,horizon,clustered_events,independent_trade_days,net_edge_bp_after_0_00015,verdict,verdict_reason
VWAP_DEVIATION_REVERSION|LONG|24|US|UNKNOWN|HIGH_0_6_1_0|Q95_PLUS|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,LONG,24,5,4,14.507964,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
EXHAUSTION_REVERSAL|SHORT|24|US|REVERSAL_CANDIDATE|HIGH_0_6_1_0|Q95_PLUS|MID_0_25_0_45,EXHAUSTION_REVERSAL,SHORT,24,5,5,14.505427,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|60|ASIA|REVERSAL_CANDIDATE|MID_0_3_0_6|Q75_90|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,LONG,60,7,5,14.452646,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|24|LONDON|TREND_DOWN|EXTREME_GE_1_0|BELOW_Q75|LOW_LT_0_25,VWAP_DEVIATION_REVERSION,LONG,24,1,1,14.424575,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|24|LATE_US|TREND_UP|HIGH_0_6_1_0|Q75_90|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,LONG,24,1,1,14.422282,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|24|ASIA|REVERSAL_CANDIDATE|MID_0_3_0_6|Q90_95|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,LONG,24,7,7,14.418979,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15
VWAP_DEVIATION_REVERSION|LONG|24|US|TREND_UP|MID_0_3_0_6|BELOW_Q75|MID_0_25_0_45,VWAP_DEVIATION_REVERSION,LONG,24,1,1,14.412239,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|12|LONDON|TREND_UP|HIGH_0_6_1_0|Q75_90|MID_0_25_0_45,VWAP_DEVIATION_REVERSION,LONG,12,1,1,14.393005,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|12|ASIA|REVERSAL_CANDIDATE|HIGH_0_6_1_0|BELOW_Q75|MID_0_25_0_45,VWAP_DEVIATION_REVERSION,SHORT,12,1,1,14.38302,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|12|LATE_US|REVERSAL_CANDIDATE|HIGH_0_6_1_0|Q90_95|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,SHORT,12,1,1,14.373666,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
EXHAUSTION_REVERSAL|LONG|6|LATE_US|REVERSAL_CANDIDATE|EXTREME_GE_1_0|Q95_PLUS|STRONG_GE_0_45,EXHAUSTION_REVERSAL,LONG,6,7,7,14.350692,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15
EXHAUSTION_REVERSAL|LONG|24|US|EXPANSION|EXTREME_GE_1_0|Q95_PLUS|LOW_LT_0_25,EXHAUSTION_REVERSAL,LONG,24,1,1,14.349335,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|6|US|EXPANSION|HIGH_0_6_1_0|BELOW_Q75|LOW_LT_0_25,VWAP_DEVIATION_REVERSION,SHORT,6,1,1,14.348729,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|60|LONDON|REVERSAL_CANDIDATE|HIGH_0_6_1_0|Q75_90|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,SHORT,60,8,5,14.346052,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|6|LATE_US|UNKNOWN|HIGH_0_6_1_0|Q75_90|LOW_LT_0_25,VWAP_DEVIATION_REVERSION,SHORT,6,2,2,14.331665,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
EXHAUSTION_REVERSAL|SHORT|12|ASIA|REVERSAL_CANDIDATE|HIGH_0_6_1_0|Q95_PLUS|STRONG_GE_0_45,EXHAUSTION_REVERSAL,SHORT,12,6,6,14.329627,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|24|US|EXPANSION|MID_0_3_0_6|Q95_PLUS|LOW_LT_0_25,VWAP_DEVIATION_REVERSION,LONG,24,3,3,14.292739,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|60|LATE_US|CHOP|MID_0_3_0_6|Q95_PLUS|LOW_LT_0_25,VWAP_DEVIATION_REVERSION,SHORT,60,2,2,14.290765,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|12|LATE_US|REVERSAL_CANDIDATE|EXTREME_GE_1_0|BELOW_Q75|MID_0_25_0_45,VWAP_DEVIATION_REVERSION,SHORT,12,1,1,14.289319,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
EXHAUSTION_REVERSAL|LONG|24|LATE_US|REVERSAL_CANDIDATE|EXTREME_GE_1_0|Q95_PLUS|STRONG_GE_0_45,EXHAUSTION_REVERSAL,LONG,24,7,7,14.269932,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15
VWAP_DEVIATION_REVERSION|LONG|6|US|UNKNOWN|HIGH_0_6_1_0|BELOW_Q75|LOW_LT_0_25,VWAP_DEVIATION_REVERSION,LONG,6,1,1,14.257121,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|60|ASIA|TREND_DOWN|MID_0_3_0_6|BELOW_Q75|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,LONG,60,6,4,14.252635,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;positive_rate_below_0_53;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|12|LATE_US|CHOP|HIGH_0_6_1_0|Q90_95|MID_0_25_0_45,VWAP_DEVIATION_REVERSION,SHORT,12,2,2,14.241991,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|12|LATE_US|UNKNOWN|MID_0_3_0_6|BELOW_Q75|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,SHORT,12,4,3,14.229313,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|24|LATE_US|EXPANSION|HIGH_0_6_1_0|Q90_95|LOW_LT_0_25,VWAP_DEVIATION_REVERSION,LONG,24,1,1,14.218486,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|24|ASIA|EXPANSION|MID_0_3_0_6|Q95_PLUS|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,SHORT,24,1,1,14.209068,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|3|LATE_US|TREND_UP|HIGH_0_6_1_0|BELOW_Q75|MID_0_25_0_45,VWAP_DEVIATION_REVERSION,LONG,3,1,1,14.205591,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|6|ASIA|TREND_UP|HIGH_0_6_1_0|Q95_PLUS|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,SHORT,6,1,1,14.196065,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|6|LATE_US|UNKNOWN|EXTREME_GE_1_0|BELOW_Q75|MID_0_25_0_45,VWAP_DEVIATION_REVERSION,LONG,6,1,1,14.19147,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|60|LONDON|EXPANSION|HIGH_0_6_1_0|Q95_PLUS|MID_0_25_0_45,VWAP_DEVIATION_REVERSION,SHORT,60,2,2,14.187901,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;positive_rate_below_0_53;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|60|US|REVERSAL_CANDIDATE|MID_0_3_0_6|Q95_PLUS|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,SHORT,60,8,7,14.181439,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|24|ASIA|TREND_DOWN|EXTREME_GE_1_0|Q90_95|MID_0_25_0_45,VWAP_DEVIATION_REVERSION,LONG,24,1,1,14.177005,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|24|LATE_US|UNKNOWN|HIGH_0_6_1_0|Q90_95|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,SHORT,24,3,3,14.143669,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
EXHAUSTION_REVERSAL|LONG|3|LATE_US|REVERSAL_CANDIDATE|MID_0_3_0_6|Q95_PLUS|STRONG_GE_0_45,EXHAUSTION_REVERSAL,LONG,3,1,1,14.134762,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|3|LATE_US|REVERSAL_CANDIDATE|MID_0_3_0_6|Q95_PLUS|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,LONG,3,1,1,14.134762,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|24|US|UNKNOWN|EXTREME_GE_1_0|Q75_90|LOW_LT_0_25,VWAP_DEVIATION_REVERSION,SHORT,24,2,2,14.125526,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|24|US|UNKNOWN|EXTREME_GE_1_0|Q90_95|MID_0_25_0_45,VWAP_DEVIATION_REVERSION,LONG,24,3,3,14.111709,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|3|US|EXPANSION|EXTREME_GE_1_0|BELOW_Q75|MID_0_25_0_45,VWAP_DEVIATION_REVERSION,LONG,3,2,2,14.11024,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|6|US|TREND_DOWN|EXTREME_GE_1_0|BELOW_Q75|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,LONG,6,10,6,14.088135,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|24|ASIA|REVERSAL_CANDIDATE|MID_0_3_0_6|Q75_90|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,LONG,24,7,5,14.085528,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|6|US|EXPANSION|MID_0_3_0_6|BELOW_Q75|LOW_LT_0_25,VWAP_DEVIATION_REVERSION,SHORT,6,4,4,14.073422,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|24|LONDON|UNKNOWN|HIGH_0_6_1_0|Q75_90|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,SHORT,24,4,3,14.032782,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|12|US|TREND_UP|HIGH_0_6_1_0|BELOW_Q75|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,SHORT,12,5,5,14.0276,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|6|US|CHOP|MID_0_3_0_6|BELOW_Q75|LOW_LT_0_25,VWAP_DEVIATION_REVERSION,SHORT,6,4,3,14.021456,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
EXHAUSTION_REVERSAL|SHORT|24|ASIA|REVERSAL_CANDIDATE|MID_0_3_0_6|Q90_95|STRONG_GE_0_45,EXHAUSTION_REVERSAL,SHORT,24,2,2,14.013675,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|60|ASIA|CHOP|EXTREME_GE_1_0|Q95_PLUS|MID_0_25_0_45,VWAP_DEVIATION_REVERSION,LONG,60,1,1,13.994313,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|60|US|CHOP|MID_0_3_0_6|BELOW_Q75|LOW_LT_0_25,VWAP_DEVIATION_REVERSION,LONG,60,1,1,13.992715,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
EXHAUSTION_REVERSAL|LONG|3|US|REVERSAL_CANDIDATE|EXTREME_GE_1_0|Q90_95|MID_0_25_0_45,EXHAUSTION_REVERSAL,LONG,3,1,1,13.992238,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|12|LATE_US|UNKNOWN|MID_0_3_0_6|Q90_95|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,LONG,12,1,1,13.987216,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
EXHAUSTION_REVERSAL|LONG|3|LATE_US|REVERSAL_CANDIDATE|HIGH_0_6_1_0|Q90_95|STRONG_GE_0_45,EXHAUSTION_REVERSAL,LONG,3,1,1,13.982503,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|6|LATE_US|EXPANSION|HIGH_0_6_1_0|Q95_PLUS|LOW_LT_0_25,VWAP_DEVIATION_REVERSION,LONG,6,1,1,13.978236,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
EXHAUSTION_REVERSAL|SHORT|3|US|EXPANSION|EXTREME_GE_1_0|Q95_PLUS|MID_0_25_0_45,EXHAUSTION_REVERSAL,SHORT,3,5,5,13.963192,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|6|LONDON|EXPANSION|MID_0_3_0_6|BELOW_Q75|LOW_LT_0_25,VWAP_DEVIATION_REVERSION,LONG,6,3,3,13.943564,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|12|US|TREND_DOWN|HIGH_0_6_1_0|Q95_PLUS|MID_0_25_0_45,VWAP_DEVIATION_REVERSION,LONG,12,1,1,13.928717,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|12|LONDON|UNKNOWN|HIGH_0_6_1_0|Q75_90|MID_0_25_0_45,VWAP_DEVIATION_REVERSION,LONG,12,3,3,13.878317,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|12|US|REVERSAL_CANDIDATE|MID_0_3_0_6|Q75_90|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,SHORT,12,4,4,13.878179,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
EXHAUSTION_REVERSAL|SHORT|24|ASIA|REVERSAL_CANDIDATE|EXTREME_GE_1_0|Q95_PLUS|STRONG_GE_0_45,EXHAUSTION_REVERSAL,SHORT,24,4,3,13.85181,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|24|ASIA|REVERSAL_CANDIDATE|EXTREME_GE_1_0|Q95_PLUS|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,SHORT,24,4,3,13.85181,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|3|LONDON|UNKNOWN|HIGH_0_6_1_0|Q95_PLUS|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,LONG,3,3,3,13.849973,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|24|LATE_US|TREND_DOWN|HIGH_0_6_1_0|Q75_90|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,SHORT,24,1,1,13.838676,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|60|US|CHOP|HIGH_0_6_1_0|Q95_PLUS|MID_0_25_0_45,VWAP_DEVIATION_REVERSION,LONG,60,1,1,13.815118,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|60|LONDON|REVERSAL_CANDIDATE|EXTREME_GE_1_0|Q95_PLUS|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,LONG,60,10,7,13.785444,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|24|US|CHOP|MID_0_3_0_6|Q95_PLUS|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,LONG,24,3,3,13.769999,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;median_return_non_positive;positive_rate_below_0_53;day_concentration_above_0_15
EXHAUSTION_REVERSAL|SHORT|12|US|REVERSAL_CANDIDATE|HIGH_0_6_1_0|Q90_95|MID_0_25_0_45,EXHAUSTION_REVERSAL,SHORT,12,2,2,13.765677,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;positive_rate_below_0_53;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|24|US|CHOP|HIGH_0_6_1_0|Q75_90|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,SHORT,24,2,2,13.743636,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|3|ASIA|REVERSAL_CANDIDATE|HIGH_0_6_1_0|Q75_90|MID_0_25_0_45,VWAP_DEVIATION_REVERSION,SHORT,3,1,1,13.737161,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|12|LATE_US|CHOP|HIGH_0_6_1_0|Q95_PLUS|LOW_LT_0_25,VWAP_DEVIATION_REVERSION,SHORT,12,1,1,13.72919,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|24|ASIA|CHOP|MID_0_3_0_6|BELOW_Q75|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,LONG,24,6,5,13.729075,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|6|US|EXPANSION|EXTREME_GE_1_0|BELOW_Q75|MID_0_25_0_45,VWAP_DEVIATION_REVERSION,SHORT,6,2,2,13.702644,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|24|US|REVERSAL_CANDIDATE|HIGH_0_6_1_0|Q95_PLUS|MID_0_25_0_45,VWAP_DEVIATION_REVERSION,LONG,24,4,4,13.697078,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
EXHAUSTION_REVERSAL|LONG|12|LONDON|REVERSAL_CANDIDATE|EXTREME_GE_1_0|Q95_PLUS|MID_0_25_0_45,EXHAUSTION_REVERSAL,LONG,12,3,2,13.676749,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|12|LONDON|EXPANSION|EXTREME_GE_1_0|BELOW_Q75|MID_0_25_0_45,VWAP_DEVIATION_REVERSION,SHORT,12,1,1,13.675135,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|6|LATE_US|TREND_UP|HIGH_0_6_1_0|Q75_90|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,SHORT,6,1,1,13.672176,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|24|US|EXPANSION|MID_0_3_0_6|Q95_PLUS|MID_0_25_0_45,VWAP_DEVIATION_REVERSION,SHORT,24,5,4,13.651642,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|6|LONDON|UNKNOWN|HIGH_0_6_1_0|Q95_PLUS|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,LONG,6,3,3,13.639585,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|6|ASIA|EXPANSION|MID_0_3_0_6|Q95_PLUS|MID_0_25_0_45,VWAP_DEVIATION_REVERSION,SHORT,6,1,1,13.634455,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|60|US|UNKNOWN|HIGH_0_6_1_0|Q75_90|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,SHORT,60,5,5,13.633546,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|12|US|EXPANSION|EXTREME_GE_1_0|BELOW_Q75|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,LONG,12,15,11,13.62713,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|24|LONDON|CHOP|MID_0_3_0_6|Q95_PLUS|LOW_LT_0_25,VWAP_DEVIATION_REVERSION,LONG,24,1,1,13.606278,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|24|LONDON|EXPANSION|HIGH_0_6_1_0|Q95_PLUS|MID_0_25_0_45,VWAP_DEVIATION_REVERSION,SHORT,24,2,2,13.603448,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|24|LATE_US|REVERSAL_CANDIDATE|EXTREME_GE_1_0|Q90_95|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,LONG,24,11,6,13.594581,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|6|LATE_US|EXPANSION|HIGH_0_6_1_0|Q75_90|LOW_LT_0_25,VWAP_DEVIATION_REVERSION,LONG,6,1,1,13.58728,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|24|US|TREND_DOWN|HIGH_0_6_1_0|Q75_90|MID_0_25_0_45,VWAP_DEVIATION_REVERSION,SHORT,24,2,2,13.573131,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|24|LATE_US|UNKNOWN|HIGH_0_6_1_0|BELOW_Q75|LOW_LT_0_25,VWAP_DEVIATION_REVERSION,LONG,24,2,2,13.571122,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|24|LONDON|CHOP|HIGH_0_6_1_0|Q75_90|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,LONG,24,1,1,13.557915,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|6|LONDON|TREND_DOWN|MID_0_3_0_6|BELOW_Q75|LOW_LT_0_25,VWAP_DEVIATION_REVERSION,LONG,6,1,1,13.52906,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|12|US|CHOP|MID_0_3_0_6|BELOW_Q75|MID_0_25_0_45,VWAP_DEVIATION_REVERSION,LONG,12,2,2,13.520615,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|24|ASIA|UNKNOWN|MID_0_3_0_6|BELOW_Q75|MID_0_25_0_45,VWAP_DEVIATION_REVERSION,LONG,24,4,4,13.510689,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|24|LONDON|CHOP|MID_0_3_0_6|BELOW_Q75|LOW_LT_0_25,VWAP_DEVIATION_REVERSION,SHORT,24,3,3,13.49454,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
EXHAUSTION_REVERSAL|LONG|24|LONDON|REVERSAL_CANDIDATE|EXTREME_GE_1_0|Q95_PLUS|MID_0_25_0_45,EXHAUSTION_REVERSAL,LONG,24,3,2,13.475234,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
EXHAUSTION_REVERSAL|SHORT|3|ASIA|EXPANSION|MID_0_3_0_6|Q95_PLUS|MID_0_25_0_45,EXHAUSTION_REVERSAL,SHORT,3,2,2,13.456387,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|LONG|12|US|EXPANSION|MID_0_3_0_6|Q90_95|STRONG_GE_0_45,VWAP_DEVIATION_REVERSION,LONG,12,2,2,13.445882,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
VWAP_DEVIATION_REVERSION|SHORT|12|LONDON|UNKNOWN|MID_0_3_0_6|BELOW_Q75|MID_0_25_0_45,VWAP_DEVIATION_REVERSION,SHORT,12,1,1,13.443845,REJECT_DISCOVERY_SURFACE,sample_below_50;independent_days_below_15;day_concentration_above_0_15
